"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM VESTIGING";"GEMEENTENAAM";"ONDERWIJSTYPE VO";"INSPECTIECODE";"OPLEIDINGSNAAM";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - MAN";"GESLAAGDEN SCHOOLJAAR 2019-2020 - MAN";"SLAAGPERC SCHOOLJAAR 2019-2020 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - VROUW";"GESLAAGDEN SCHOOLJAAR 2019-2020 - VROUW";"SLAAGPERC SCHOOLJAAR 2019-2020 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2019-2020 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2019-2020 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - MAN";"GESLAAGDEN SCHOOLJAAR 2020-2021 - MAN";"SLAAGPERC SCHOOLJAAR 2020-2021 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - VROUW";"GESLAAGDEN SCHOOLJAAR 2020-2021 - VROUW";"SLAAGPERC SCHOOLJAAR 2020-2021 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2020-2021 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2020-2021 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - MAN";"GESLAAGDEN SCHOOLJAAR 2021-2022 - MAN";"SLAAGPERC SCHOOLJAAR 2021-2022 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - VROUW";"GESLAAGDEN SCHOOLJAAR 2021-2022 - VROUW";"SLAAGPERC SCHOOLJAAR 2021-2022 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2021-2022 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2021-2022 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - MAN";"GESLAAGDEN SCHOOLJAAR 2022-2023 - MAN";"SLAAGPERC SCHOOLJAAR 2022-2023 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - VROUW";"GESLAAGDEN SCHOOLJAAR 2022-2023 - VROUW";"SLAAGPERC SCHOOLJAAR 2022-2023 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2022-2023 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2022-2023 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - MAN";"GESLAAGDEN SCHOOLJAAR 2023-2024 - MAN";"SLAAGPERC SCHOOLJAAR 2023-2024 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - VROUW";"GESLAAGDEN SCHOOLJAAR 2023-2024 - VROUW";"SLAAGPERC SCHOOLJAAR 2023-2024 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2023-2024 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2023-2024 - TOTAAL"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"35";"VMBO B - zorg en welzijn";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"10";"10";"100";"12";"12";"100";"<5";"<5";"100";"19";"19";"100";"22";"22";"100";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"11";"11";"100";"13";"13";"100"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"36";"VMBO B - economie";"11";"11";"100";"<5";"<5";"100";"15";"15";"100";"7";"7";"100";"11";"11";"100";"18";"18";"100";"8";"8";"100";"<5";"<5";"100";"11";"11";"100";"11";"11";"100";"5";"5";"100";"16";"16";"100";"13";"12";"92.3";"8";"7";"87.5";"21";"19";"90.5"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"39";"VMBO K - zorg en welzijn";"<5";"<5";"100";"27";"27";"100";"31";"31";"100";"7";"7";"100";"21";"21";"100";"28";"28";"100";"7";"7";"100";"15";"15";"100";"22";"22";"100";"<5";"<5";"100";"17";"15";"88.2";"21";"19";"90.5";"<5";"<5";"100";"25";"24";"96";"27";"26";"96.3"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"40";"VMBO K - economie";"15";"15";"100";"8";"8";"100";"23";"23";"100";"15";"15";"100";"12";"12";"100";"27";"27";"100";"12";"12";"100";"9";"9";"100";"21";"21";"100";"14";"14";"100";"7";"7";"100";"21";"21";"100";"27";"27";"100";"14";"14";"100";"41";"41";"100"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"44";"VMBO G - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"90";"VMBO T - techniek";"7";"7";"100";"<5";"<5";"100";"9";"9";"100";"0";"0";"0";"5";"5";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"8";"8";"100";"<5";"<5";"100";"9";"9";"100";"12";"12";"100";"5";"5";"100";"<5";"<5";"100";"8";"8";"100"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"91";"VMBO T - zorg en welzijn";"5";"5";"100";"11";"11";"100";"16";"16";"100";"7";"7";"100";"18";"18";"100";"25";"25";"100";"<5";"<5";"100";"6";"6";"100";"8";"8";"100";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"<5";"<5";"100";"5";"5";"100";"6";"6";"100"
"20FR";"20FR04";"Penta Hoogvliet";"ROTTERDAM";"VMBO";"92";"VMBO T - economie";"<5";"<5";"100";"7";"7";"100";"9";"9";"100";"0";"0";"0";"6";"6";"100";"6";"6";"100";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"50";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"HAVO";"51";"HAVO - N&G";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"HAVO";"52";"HAVO - E&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"100";"7";"7";"100";"12";"12";"100";"<5";"<5";"100";"7";"6";"85.7";"9";"8";"88.9"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"HAVO";"53";"HAVO - C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"50";"<5";"<5";"50";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"VMBO";"90";"VMBO T - techniek";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"0";"0";"0";"10";"10";"100";"7";"7";"100";"0";"0";"0";"7";"7";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"VMBO";"91";"VMBO T - zorg en welzijn";"5";"5";"100";"8";"8";"100";"13";"13";"100";"<5";"<5";"100";"9";"9";"100";"11";"11";"100";"<5";"<5";"100";"5";"<5";"80";"8";"7";"87.5";"<5";"<5";"75";"5";"5";"100";"9";"8";"88.9";"0";"0";"0";"7";"7";"100";"7";"7";"100"
"20FR";"20FR07";"Penta Rozenburg";"ROTTERDAM";"VMBO";"92";"VMBO T - economie";"<5";"<5";"100";"10";"10";"100";"14";"14";"100";"5";"5";"100";"5";"5";"100";"10";"10";"100";"5";"5";"100";"8";"8";"100";"13";"13";"100";"<5";"<5";"50";"9";"7";"77.8";"11";"8";"72.7";"5";"5";"100";"7";"6";"85.7";"12";"11";"91.7"
"20FR";"20FR08";"Penta Bahûrim";"VOORNE AAN ZEE";"VMBO";"90";"VMBO T - techniek";"10";"10";"100";"<5";"<5";"100";"14";"14";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"10";"10";"100";"<5";"<5";"100";"13";"13";"100";"5";"<5";"80";"0";"0";"0";"5";"<5";"80";"5";"5";"100";"0";"0";"0";"5";"5";"100"
"20FR";"20FR08";"Penta Bahûrim";"VOORNE AAN ZEE";"VMBO";"91";"VMBO T - zorg en welzijn";"<5";"<5";"100";"12";"12";"100";"13";"13";"100";"<5";"<5";"100";"8";"7";"87.5";"9";"8";"88.9";"<5";"<5";"100";"16";"15";"93.8";"18";"17";"94.4";"<5";"<5";"100";"20";"19";"95";"24";"23";"95.8";"8";"8";"100";"19";"18";"94.7";"27";"26";"96.3"
"20FR";"20FR08";"Penta Bahûrim";"VOORNE AAN ZEE";"VMBO";"92";"VMBO T - economie";"23";"23";"100";"24";"24";"100";"47";"47";"100";"29";"29";"100";"11";"10";"90.9";"40";"39";"97.5";"12";"12";"100";"19";"18";"94.7";"31";"30";"96.8";"20";"19";"95";"5";"<5";"80";"25";"23";"92";"21";"20";"95.2";"10";"9";"90";"31";"29";"93.5"
"20FR";"20FR12";"Penta Charles de Foucauld";"NISSEWAARD";"VMBO";"90";"VMBO T - techniek";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"7";"100";"6";"6";"100";"13";"13";"100";"11";"10";"90.9";"<5";"<5";"100";"13";"12";"92.3";"12";"10";"83.3";"<5";"<5";"100";"15";"13";"86.7";"13";"10";"76.9";"<5";"<5";"75";"17";"13";"76.5"
"20FR";"20FR12";"Penta Charles de Foucauld";"NISSEWAARD";"VMBO";"91";"VMBO T - zorg en welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"8";"100";"19";"17";"89.5";"27";"25";"92.6";"8";"8";"100";"12";"10";"83.3";"20";"18";"90";"8";"8";"100";"14";"14";"100";"22";"22";"100";"13";"11";"84.6";"14";"14";"100";"27";"25";"92.6"
"20FR";"20FR12";"Penta Charles de Foucauld";"NISSEWAARD";"VMBO";"92";"VMBO T - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"9";"81.8";"10";"10";"100";"21";"19";"90.5";"8";"8";"100";"17";"17";"100";"25";"25";"100";"14";"10";"71.4";"15";"14";"93.3";"29";"24";"82.8";"10";"8";"80";"17";"14";"82.4";"27";"22";"81.5"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"HAVO";"50";"HAVO - N&T";"7";"6";"85.7";"<5";"<5";"100";"8";"7";"87.5";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"HAVO";"51";"HAVO - N&G";"<5";"<5";"100";"8";"8";"100";"11";"11";"100";"<5";"<5";"100";"6";"5";"83.3";"8";"7";"87.5";"7";"6";"85.7";"10";"9";"90";"17";"15";"88.2";"6";"6";"100";"11";"9";"81.8";"17";"15";"88.2";"6";"6";"100";"<5";"<5";"100";"10";"10";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"HAVO";"52";"HAVO - E&M";"22";"22";"100";"22";"21";"95.5";"44";"43";"97.7";"26";"26";"100";"20";"20";"100";"46";"46";"100";"21";"20";"95.2";"12";"10";"83.3";"33";"30";"90.9";"7";"5";"71.4";"18";"16";"88.9";"25";"21";"84";"17";"15";"88.2";"11";"10";"90.9";"28";"25";"89.3"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"5";"<5";"80";"8";"7";"87.5";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"75";"6";"6";"100";"10";"9";"90";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"HAVO";"54";"HAVO - N&T / N&G";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"9";"8";"88.9";"<5";"<5";"100";"12";"11";"91.7";"7";"7";"100";"9";"9";"100";"16";"16";"100";"7";"6";"85.7";"<5";"<5";"50";"9";"7";"77.8";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"60";"VWO - N&T";"7";"7";"100";"<5";"<5";"100";"9";"9";"100";"7";"7";"100";"<5";"<5";"100";"11";"11";"100";"16";"16";"100";"<5";"<5";"100";"19";"19";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"7";"7";"100";"<5";"<5";"75";"11";"10";"90.9"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"61";"VWO - N&G";"6";"6";"100";"12";"11";"91.7";"18";"17";"94.4";"<5";"<5";"100";"18";"16";"88.9";"22";"20";"90.9";"<5";"<5";"100";"10";"8";"80";"11";"9";"81.8";"<5";"<5";"100";"7";"6";"85.7";"9";"8";"88.9";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"62";"VWO - E&M";"22";"22";"100";"8";"8";"100";"30";"30";"100";"28";"28";"100";"8";"7";"87.5";"36";"35";"97.2";"10";"9";"90";"7";"6";"85.7";"17";"15";"88.2";"16";"16";"100";"5";"5";"100";"21";"21";"100";"15";"11";"73.3";"7";"5";"71.4";"22";"16";"72.7"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"63";"VWO - C&M";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"<5";"60";"6";"<5";"66.7";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"64";"VWO - N&T / N&G";"22";"22";"100";"44";"42";"95.5";"66";"64";"97";"17";"17";"100";"35";"32";"91.4";"52";"49";"94.2";"28";"25";"89.3";"36";"34";"94.4";"64";"59";"92.2";"21";"19";"90.5";"26";"24";"92.3";"47";"43";"91.5";"6";"5";"83.3";"23";"21";"91.3";"29";"26";"89.7"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"68";"VWO - N&G / E&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20GA";"20GA00";"Van Maerlantlyceum";"EINDHOVEN";"VWO";"69";"VWO - E&M / C&M";"7";"7";"100";"10";"10";"100";"17";"17";"100";"8";"7";"87.5";"10";"9";"90";"18";"16";"88.9";"10";"10";"100";"15";"12";"80";"25";"22";"88";"<5";"<5";"100";"9";"8";"88.9";"13";"12";"92.3";"<5";"<5";"100";"5";"5";"100";"9";"9";"100"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"32";"VMBO LWT - economie";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"7";"6";"85.7";"7";"6";"85.7";"14";"12";"85.7";"9";"8";"88.9";"7";"7";"100";"16";"15";"93.8";"12";"7";"58.3";"<5";"<5";"100";"14";"9";"64.3";"10";"10";"100";"<5";"<5";"100";"13";"13";"100"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"36";"VMBO B - economie";"64";"62";"96.9";"43";"42";"97.7";"107";"104";"97.2";"55";"55";"100";"30";"30";"100";"85";"85";"100";"45";"45";"100";"24";"23";"95.8";"69";"68";"98.6";"43";"42";"97.7";"27";"21";"77.8";"70";"63";"90";"50";"48";"96";"37";"35";"94.6";"87";"83";"95.4"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"40";"VMBO K - economie";"36";"36";"100";"28";"28";"100";"64";"64";"100";"33";"32";"97";"28";"27";"96.4";"61";"59";"96.7";"21";"21";"100";"8";"8";"100";"29";"29";"100";"30";"29";"96.7";"18";"18";"100";"48";"47";"97.9";"40";"39";"97.5";"24";"24";"100";"64";"63";"98.4"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"44";"VMBO G - economie";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"0";"0";"<5";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"50";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"90";"VMBO T - techniek";"6";"6";"100";"0";"0";"0";"6";"6";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"91";"VMBO T - zorg en welzijn";"7";"7";"100";"6";"6";"100";"13";"13";"100";"6";"6";"100";"6";"6";"100";"12";"12";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"7";"7";"100";"11";"11";"100";"6";"5";"83.3";"5";"5";"100";"11";"10";"90.9"
"20GD";"20GD00";"Campus 013";"TILBURG";"VMBO";"92";"VMBO T - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"HAVO";"50";"HAVO - N&T";"5";"5";"100";"0";"0";"0";"5";"5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"HAVO";"51";"HAVO - N&G";"10";"10";"100";"9";"9";"100";"19";"19";"100";"<5";"<5";"100";"15";"14";"93.3";"19";"18";"94.7";"<5";"<5";"100";"5";"5";"100";"9";"9";"100";"7";"6";"85.7";"9";"8";"88.9";"16";"14";"87.5";"<5";"<5";"100";"8";"8";"100";"12";"12";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"HAVO";"52";"HAVO - E&M";"39";"39";"100";"33";"33";"100";"72";"72";"100";"39";"39";"100";"33";"32";"97";"72";"71";"98.6";"29";"27";"93.1";"14";"14";"100";"43";"41";"95.3";"14";"12";"85.7";"24";"20";"83.3";"38";"32";"84.2";"29";"27";"93.1";"23";"20";"87";"52";"47";"90.4"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"11";"11";"100";"12";"12";"100";"<5";"<5";"100";"5";"5";"100";"7";"7";"100";"<5";"<5";"100";"15";"15";"100";"16";"16";"100";"<5";"<5";"100";"14";"14";"100";"16";"16";"100";"<5";"<5";"100";"8";"7";"87.5";"12";"11";"91.7"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"HAVO";"54";"HAVO - N&T / N&G";"5";"5";"100";"6";"6";"100";"11";"11";"100";"6";"6";"100";"5";"<5";"60";"11";"9";"81.8";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"66.7";"7";"6";"85.7";"9";"9";"100";"6";"6";"100";"15";"15";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"35";"VMBO B - zorg en welzijn";"0";"0";"0";"8";"8";"100";"8";"8";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"14";"14";"100";"14";"14";"100";"0";"0";"0";"9";"9";"100";"9";"9";"100";"0";"0";"0";"12";"12";"100";"12";"12";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"36";"VMBO B - economie";"8";"8";"100";"<5";"<5";"100";"11";"11";"100";"9";"9";"100";"<5";"<5";"100";"13";"13";"100";"10";"10";"100";"<5";"<5";"100";"11";"11";"100";"<5";"<5";"25";"0";"0";"0";"<5";"<5";"25";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"39";"VMBO K - zorg en welzijn";"0";"0";"0";"32";"32";"100";"32";"32";"100";"0";"0";"0";"23";"23";"100";"23";"23";"100";"0";"0";"0";"21";"21";"100";"21";"21";"100";"0";"0";"0";"19";"19";"100";"19";"19";"100";"<5";"<5";"100";"11";"11";"100";"12";"12";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"40";"VMBO K - economie";"22";"22";"100";"10";"10";"100";"32";"32";"100";"23";"23";"100";"12";"12";"100";"36";"36";"100";"18";"18";"100";"13";"13";"100";"31";"31";"100";"16";"13";"81.2";"0";"0";"0";"16";"13";"81.2";"14";"14";"100";"0";"0";"0";"14";"14";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"43";"VMBO G - zorg en welzijn";"0";"0";"0";"21";"21";"100";"21";"21";"100";"0";"0";"0";"27";"27";"100";"27";"27";"100";"0";"0";"0";"17";"17";"100";"17";"17";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"11";"11";"100";"12";"12";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"44";"VMBO G - economie";"17";"17";"100";"5";"5";"100";"22";"22";"100";"18";"18";"100";"9";"9";"100";"27";"27";"100";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"75";"0";"0";"0";"<5";"<5";"75"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"90";"VMBO T - techniek";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"75";"5";"<5";"80"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"91";"VMBO T - zorg en welzijn";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"<5";"<5";"100";"15";"14";"93.3";"17";"16";"94.1";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"12";"10";"83.3";"20";"20";"100";"32";"30";"93.8";"8";"8";"100";"8";"8";"100";"16";"16";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"92";"VMBO T - economie";"20";"20";"100";"13";"13";"100";"33";"33";"100";"21";"19";"90.5";"6";"6";"100";"27";"25";"92.6";"19";"19";"100";"<5";"<5";"100";"21";"21";"100";"20";"20";"100";"5";"5";"100";"25";"25";"100";"9";"8";"88.9";"<5";"<5";"50";"11";"9";"81.8"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VMBO";"93";"VMBO T - landbouw";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6";"100";"6";"6";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"50";"<5";"<5";"33.3";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"61";"VWO - N&G";"0";"0";"0";"5";"5";"100";"5";"5";"100";"7";"7";"100";"7";"7";"100";"14";"14";"100";"<5";"<5";"100";"5";"<5";"80";"8";"7";"87.5";"6";"6";"100";"6";"6";"100";"12";"12";"100";"5";"<5";"80";"<5";"<5";"100";"7";"6";"85.7"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"62";"VWO - E&M";"20";"20";"100";"8";"8";"100";"28";"28";"100";"12";"12";"100";"12";"12";"100";"24";"24";"100";"6";"6";"100";"10";"8";"80";"16";"14";"87.5";"14";"14";"100";"10";"8";"80";"24";"22";"91.7";"11";"10";"90.9";"5";"5";"100";"16";"15";"93.8"
"20GS";"20GS00";"Don Bosco College";"EDAM-VOLENDAM";"VWO";"63";"VWO - C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
