BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,pupils_total
18RG00,Oosterschelde-School,Tholen,4694AZ,Bo,20.24,237.35,0.0801,0.5281,41
18RI00,OBS De Springplank,Westerkwartier,9363AT,Bo,16.96,287.33,0.068,0.5881,123
18RJ00,Kennedyschool,Dordrecht,3317KM,Bo,16.77,197.29,0.0673,0.4732,392
18RK00,De Bloeiende Betuwe,West Betuwe,4152EL,Bo,39.45,421.29,0.1444,0.7171,84
18RN00,Notenkraker,Amsterdam,1058VC,Bo,56.06,529.76,0.1933,0.7992,413
18RO00,Caleidoscoop,'s-Hertogenbosch,5236TL,Bo,30.78,446.43,0.1166,0.7375,266
18RQ00,Obs De Woert,Coevorden,7861AG,Bo,18.21,286.52,0.0727,0.5872,123
18RR00,Dr J P Thijsseschool,Texel,1791DA,Bo,33.41,328.62,0.1252,0.6321,92
18RU00,OBS De Opstap,Waadhoeke,9079LA,Bo,17.57,188.95,0.0703,0.4608,88
18RV00,De Polle,Waadhoeke,9034GL,Bo,14.86,215.29,0.0602,0.4987,59
18RW00,IKC Schalkwijk,Haarlem,2035CZ,Sbo,1.02,334.95,0.0044,0.6384,162
18SC00,Obs De Lindenboom,Zaanstad,1541JB,Bo,16.76,329.4,0.0673,0.6329,66
18SE00,BS De Springschans,Schagen,1755NE,Bo,16.29,318.29,0.0655,0.6215,107
18SF00,OBS Middelie,Edam-Volendam,1472GT,Bo,36.46,506.61,0.135,0.7829,52
18SG00,SSBO Elsenburg,Rijswijk,2283EG,Sbo,0.0,268.71,0.0,0.5667,90
18SH00,OBS De Rieburch,Tholen,4695EE,Bo,19.44,212.19,0.0772,0.4944,135
18SI00,OBS Het Stelleplankier,Noord-Beveland,4486CK,Bo,19.9,208.24,0.0788,0.4889,67
18SL00,Op 't Hof,West Betuwe,4196JM,Bo,21.22,370.19,0.0836,0.6723,112
18SN00,OBS De Marke,Berkelland,7161XZ,Bo,24.82,285.33,0.0963,0.5858,106
18SO00,OBS Durperhonk,Texel,1795AL,Bo,39.54,372.33,0.1447,0.6742,48
18SP00,Basissch G A de Ridder,Midden-Drenthe,9411KV,Bo,26.16,248.62,0.1009,0.5424,255
18SR00,De Cingel,Waadhoeke,9036JW,Bo,19.9,212.0,0.0788,0.4942,56
18SU00,OBS t Tweespan,Heemskerk,1966XA,Bo,24.26,259.0,0.0943,0.5551,143
18SV00,De Mare,Rotterdam,3075SB,Bo,25.04,229.19,0.0971,0.5174,547
18SZ00,Basisschool Zandhope,Schagen,1756TZ,Bo,35.36,276.27,0.1315,0.5755,45
18TA00,Obs Pr Beatrix,Edam-Volendam,1471CE,Bo,9.22,496.19,0.0383,0.7754,50
18TC00,OBS De Schalm,Tholen,4696CK,Bo,17.16,208.9,0.0688,0.4898,52
18TH00,OBS B Tormijnschool,Berkelland,7161MX,Bo,19.33,253.8,0.0768,0.5488,42
18TJ00,Basisschool 't Hieker Nust,Midden-Drenthe,9415PJ,Bo,28.07,306.29,0.1074,0.6088,56
18TK00,SWS de Fierljepper,Waadhoeke,9077SG,Bo,22.89,224.0,0.0895,0.5105,51
18TM00,De Akkers,Rotterdam,3075AA,Bo,14.32,229.19,0.0581,0.5174,114
18TN00,De Wereld,Wageningen,6702AV,Bo,13.47,244.62,0.0549,0.5373,91
18TP00,De Aanloop,Borger-Odoorn,7876HA,Bo,16.09,223.14,0.0648,0.5094,70
18TQ00,OBS De Overhaal,Zaanstad,1562GH,Bo,27.84,370.14,0.1067,0.6722,70
18TS00,De Casembroot-School,Tholen,4697CL,Bo,19.81,226.1,0.0785,0.5133,119
18TV00,De Blauwe Lijn,Amsterdam,1104NA,Bo,9.66,293.48,0.04,0.5949,232
18TW00,OBS De  Hofmaat,Berkelland,7161JH,Bo,26.85,285.33,0.1033,0.5858,119
18UC00,Obs De Komeet,Zaanstad,1562WP,Bo,25.61,370.14,0.099,0.6722,370
18UD00,OBS Meester Haye,Edam-Volendam,1475JD,Bo,19.47,414.33,0.0773,0.7112,53
18UE00,Die Heenetrecht-School,Tholen,4698AS,Bo,21.01,242.05,0.0828,0.5341,63
18UF00,OBS De Dorpel,Westerkwartier,9367PZ,Bo,14.4,233.0,0.0584,0.5224,17
18UG00,Basisschool Dubbeldam,Dordrecht,3319SC,Bo,40.36,385.0,0.1472,0.6857,306
18UH00,Dr E Boekman,Amsterdam,1018ZA,Bo,66.55,533.95,0.2215,0.8021,283
18UH01,Dr E Boekman,Amsterdam,1017TV,Bo,70.82,765.1,0.2325,0.9371,283
18UK00,O.B.S. De Bosvlinder,Midden-Drenthe,9414BD,Bo,19.75,306.81,0.0783,0.6094,62
18UL00,OBS De Lytse Terp,Waadhoeke,9047JJ,Bo,17.33,168.0,0.0694,0.4281,13
18UM00,Pantarijn,Rotterdam,3073LG,Bo,16.7,180.8,0.0671,0.4484,91
18UQ00,De Keerkring,Dordrecht,3328TG,Bo,14.17,275.57,0.0576,0.5747,180
18UR00,Aldoende,Amsterdam,1091AN,Bo,31.92,488.52,0.1203,0.7698,298
18US00,De Vliekotter,Texel,1794AV,Bo,15.73,352.19,0.0635,0.6553,73
18UT00,Basisschool Zuiderenk,Midden-Drenthe,9418PW,Bo,29.42,290.24,0.112,0.5913,65
18UV00,OBS De Westhoek,Borger-Odoorn,9571CB,Bo,4.67,225.43,0.0198,0.5125,69
18UY00,De Meridiaan,Dordrecht,3328AE,Bo,17.97,275.57,0.0718,0.5747,214
18VB00,Bos en Lommer,Amsterdam,1061BN,Bo,21.77,402.15,0.0855,0.7008,199
18VC00,De Bruinvis,Texel,1792BJ,Bo,26.17,348.38,0.101,0.6516,70
18VF00,Bloemhof,Rotterdam,3073VE,Bo,20.86,189.71,0.0823,0.462,125
18VI00,De Griffioen,Dordrecht,3315AE,Bo,19.18,296.33,0.0762,0.5981,178
18VJ00,BS Westerpark,Amsterdam,1051AX,Bo,31.65,447.24,0.1194,0.7382,217
18VM00,OBS De Kroosduiker,Zaanstad,1551GJ,Bo,23.67,431.29,0.0923,0.7253,145
18VN00,Staten-School,Dordrecht,3311XH,Bo,29.58,280.29,0.1125,0.5801,139
18VP00,SSBO Kompas,Texel,1791DM,Sbo,1.11,334.39,0.0048,0.6379,42
18VQ00,OBS Bargerpaske,Winterswijk,7103AW,Bo,19.49,244.76,0.0773,0.5375,203
18VR00,De Piramide,Rotterdam,3074LA,Bo,20.47,194.38,0.0809,0.4689,143
18VV00,De Brink,Amsterdam,1106HW,Bo,20.46,298.24,0.0809,0.6001,172
18VW00,Calluna-School,Ede,6711JE,Bo,22.76,346.86,0.0891,0.6502,98
18VZ00,BS De Linderakkers,Borger-Odoorn,7872PM,Bo,27.34,298.86,0.105,0.6008,47
18WD00,De Slotermeerschool,Amsterdam,1063CW,Bo,22.03,309.19,0.0865,0.6119,220
18WF00,OBS De Schakel,Winterswijk,7102CN,Bo,14.85,229.9,0.0601,0.5184,74
18WG00,Blijvliet,Rotterdam,3074KD,Bo,14.66,194.38,0.0594,0.4689,133
18WH00,BS De Weiert,Borger-Odoorn,7873AM,Bo,18.45,292.0,0.0735,0.5933,132
18WK00,Burg De Vlugt,Amsterdam,1063KX,Bo,18.6,309.19,0.0741,0.6119,335
18WL00,De Zuiderpoort,Ede,6717EX,Bo,4.71,279.33,0.02,0.579,50
18WN00,OBS De Kolibrie,Winterswijk,7101VG,Bo,13.81,238.86,0.0562,0.53,219
18WQ00,OBS De Zweng,Borger-Odoorn,7875AD,Bo,27.03,335.86,0.1039,0.6393,61
18WR00,Obs Theo Thijssen,Zaanstad,1525PK,Bo,10.57,381.75,0.0436,0.6828,38
18WU00,Burght,Amsterdam,1015BL,Bo,65.79,580.67,0.2196,0.8329,315
18WV00,De Lettertuin,Ede,6712DR,Bo,44.26,336.43,0.1592,0.6399,200
18WW00,OBS Kotten,Winterswijk,7107AN,Bo,10.07,407.33,0.0417,0.7053,42
18WX00,De Catamaran,Rotterdam,3076KH,Bo,19.86,208.67,0.0787,0.4895,375
18WY00,Obs De Pionier,Zaanstad,1521JP,Bo,16.22,283.71,0.0653,0.584,211
18XB00,MKC Mozaiek,Dordrecht,3314JR,Bo,37.67,209.05,0.1388,0.49,177
18XS00,SSBO De Springplank,'s-Gravenhage,2542XH,Sbo,0.02,216.14,0.0001,0.4999,163
18YA00,SSBO De Hasselbraam,Amsterdam,1061AN,Sbo,1.0,399.62,0.0043,0.6986,189
18YD00,SSBO St Lucas,Rotterdam,3026XJ,Sbo,0.0,220.43,0.0,0.5057,150
18YH00,SSBO Koningin Juliana,Culemborg,4101JS,Sbo,1.66,333.19,0.0071,0.6367,197
18YS00,De Albatros,Dordrecht,3317AM,Bo,8.16,197.29,0.0341,0.4732,120
18YT00,Bijlmerhorst,Amsterdam,1103AC,Bo,8.91,324.0,0.0371,0.6274,175
18YU00,Prinsenakkerschool,Ede,6721ZL,Bo,41.01,413.29,0.1492,0.7104,220
18YZ00,RK BS De Bolderik,Altena,4273ET,Bo,16.35,324.05,0.0658,0.6274,172
18ZA00,Prins Bernhardschool,Rheden,6883ES,Bo,23.43,279.81,0.0914,0.5796,157
18ZC00,RK Basissch 't Startblok,Westland,2675BR,Bo,19.44,387.29,0.0772,0.6878,189
18ZG00,OBS Mistecorle,Winterswijk,7109BN,Bo,33.26,354.8,0.1247,0.6578,33
18ZI00,Obs De Jagersplas,Zaanstad,1509GE,Bo,26.01,343.81,0.1004,0.6472,210
18ZL00,Wereldwijs,Amsterdam,1103RP,Bo,21.88,324.0,0.0859,0.6274,282
18ZM00,Ericaschool,Ede,6731BA,Bo,28.97,412.24,0.1105,0.7095,110
18ZO00,RK Basissch. De Peppel,Altena,4271AX,Bo,23.25,355.1,0.0908,0.6581,108
18ZQ00,RK BS Bernadette,Westland,2673BK,Bo,30.92,517.67,0.117,0.7908,312
18ZU00,De Schalm,Rotterdam,3072NS,Bo,20.71,336.43,0.0818,0.6399,136
18ZV00,OBS Over De Brug,Zaanstad,1506HK,Bo,18.8,340.43,0.0748,0.6439,301
18ZW00,De Driehoek,Dordrecht,3328KG,Bo,19.77,275.57,0.0784,0.5747,154
18ZX00,Joop Westerweel Sch,Amsterdam,1057VS,Bo,28.71,448.67,0.1096,0.7393,235
19AB00,De Arnhorst,Rheden,6881NV,Bo,51.8,449.57,0.1813,0.74,163
19AC00,RK Basissch Joannes,Westland,2671ZZ,Bo,26.53,376.43,0.1022,0.678,172
19AF00,Nelson Mandela,Rotterdam,3072XS,Bo,26.39,336.43,0.1017,0.6399,190
19AG01,Obs De Gouw,Zaanstad,1504AL,Bo,13.71,275.76,0.0558,0.5749,134
19AI00,OBS De Kaap,Amsterdam,1091NG,Bo,19.56,488.52,0.0776,0.7698,117
19AM00,OBS Stegeman,Winterswijk,7101CE,Bo,29.01,238.86,0.1106,0.53,142
19AO00,Obs De Spiegel,Zaanstad,1503BK,Bo,8.94,290.71,0.0372,0.5919,136
19AQ00,OBS De Dapper,Amsterdam,1093XG,Bo,19.98,474.52,0.0791,0.7593,120
19AS00,BS Theresia,Eindhoven,5652EN,Bo,31.0,277.05,0.1173,0.5764,158
19AT00,RK BS Het Tweespan,Westland,2676BJ,Bo,23.45,398.48,0.0915,0.6976,257
19AV00,OBS T Walien,Winterswijk,7105CD,Bo,19.2,372.33,0.0763,0.6742,101
19AX00,OBS Kogerveld,Zaanstad,1508AW,Bo,9.1,267.24,0.0378,0.5649,102
19AZ00,Corantijn,Amsterdam,1058DD,Bo,27.43,529.76,0.1053,0.7992,164
19BA00,OBS de Bongerd,Ede,6714JV,Bo,4.58,229.0,0.0195,0.5172,107
19BB00,De Schelp,Eindhoven,5628KC,Bo,16.6,304.86,0.0667,0.6073,138
19BC00,OBS Woold,Winterswijk,7108BM,Bo,30.34,385.62,0.1151,0.6863,62
19BE00,De Clipper,Rotterdam,3071AC,Bo,21.46,309.48,0.0844,0.6122,127
19BF00,Obs De Dijk,Zaanstad,1507BE,Bo,24.63,367.52,0.0956,0.6698,209
19BH00,Cornelis Jetses,Amsterdam,1109AR,Bo,28.68,440.17,0.1095,0.7325,66
19BJ00,Fellenoord,Eindhoven,5612WS,Bo,15.23,244.95,0.0616,0.5378,84
19BO00,Pieter Bakkumsch,Amsterdam,1077AZ,Bo,70.3,1215.86,0.2312,1.1192,329
19BP00,OBS Uniek,Ede,6717ST,Bo,16.55,292.67,0.0665,0.594,83
19BQ00,De Spaaihoeve,Eindhoven,5627DP,Bo,34.6,344.48,0.129,0.6478,230
19BS00,Alberdingk Thijmsch,Amsterdam,1073TN,Bo,42.38,484.81,0.1535,0.767,291
19BT00,De Roedel,Ede,6732DC,Bo,16.47,428.81,0.0662,0.7233,43
19BU00,De Kubus,Rotterdam,3079PM,Bo,9.04,218.38,0.0376,0.5029,196
19BU01,OBS De Kubus,Rotterdam,3079KG,Bo,0.71,182.0,0.0031,0.4502,14
19BV00,Obs De Voorzaan,Zaanstad,1506NM,Bo,24.77,340.43,0.0961,0.6439,191
19BW00,Dongesch,Amsterdam,1078VN,Bo,41.31,597.62,0.1502,0.8436,274
19BX00,De Sprong,Ede,6741BD,Bo,13.84,477.79,0.0563,0.7618,38
19BZ00,Obs H. Gorter,Zaanstad,1501TX,Bo,24.62,287.38,0.0956,0.5881,444
19CA00,De Springstok,Amsterdam,1074XR,Bo,18.62,507.9,0.0742,0.7838,117
19CB00,De Groene Palm,Rotterdam,3078KJ,Bo,8.46,190.0,0.0353,0.4624,13
19CC00,OBS Et Buut,Zaanstad,1506WE,Bo,47.59,340.43,0.1691,0.6439,343
19CD00,Einsteinschool,Amsterdam,1066BR,Bo,9.3,474.1,0.0386,0.759,78
19CF00,De Plataan,Rotterdam,3195RH,Bo,16.66,248.24,0.0669,0.5419,104
19CH00,Obs Flevopark,Amsterdam,1095VX,Bo,14.14,404.76,0.0574,0.7031,228
19CM00,SSBO De Tandem,Nissewaard,3208PA,Sbo,0.0,234.14,0.0,0.5239,194
19CO00,SBO De Catamaran,Emmen,7824TK,Sbo,0.21,159.76,0.0009,0.4146,235
19CT00,Andries V/d Vlerksch,Rotterdam,3192SE,Bo,25.1,205.0,0.0973,0.4843,39
19CY00,Fabritiusschool,Hilversum,1213CT,Bo,56.92,750.19,0.1957,0.9295,364
19DD00,Goudenregenschool,Hilversum,1214NC,Bo,32.29,382.43,0.1215,0.6834,239
19DI00,Elckerlyc,Hilversum,1215EG,Bo,43.53,421.43,0.157,0.7172,315
19DK00,Obs De Zoeker,Zaanstad,1544VX,Bo,18.83,324.81,0.0749,0.6282,233
19DM00,Sterrenschool Hilversum,Hilversum,1222TJ,Bo,29.78,343.26,0.1132,0.6467,66
19DN00,Bs Het Prisma,Rotterdam,3194TB,Bo,28.8,260.95,0.1099,0.5574,228
19DN01,BS Het Prisma,Rotterdam,3193TB,Bo,17.03,239.48,0.0683,0.5308,129
19DP00,Dr Ir C Lelyschool,Hilversum,1222VC,Bo,29.76,338.38,0.1131,0.6419,72
19DQ00,De Notenkraker,Rotterdam,3194GS,Bo,7.83,260.95,0.0327,0.5574,161
19DS00,De Tuimelaar,Rotterdam,3192BM,Bo,12.13,236.57,0.0497,0.5271,111
19DT00,SSBO De Spinaker,Enschede,7545LR,Sbo,0.65,180.0,0.0028,0.4472,51
19HE00,SBO Merlijn,'s-Gravenhage,2522DM,Sbo,0.0,212.57,0.0,0.4949,181
19HH00,SSBO Rehoboth,Rijswijk,2283XA,Sbo,0.0,268.71,0.0,0.5667,126
19HS00,SSBO Johannes-Martinus,Rotterdam,3031BP,Sbo,0.0,278.1,0.0,0.5776,100
19IV00,OBS De Singelier,Westerveld,7981DV,Bo,20.99,328.95,0.0827,0.6324,102
19JG00,BS St Petrus,Boxtel,5281CH,Bo,17.22,325.19,0.069,0.6286,163
19JJ00,BS De Ploeg,Laren,1251PT,Bo,28.56,824.05,0.1091,0.9657,144
19JK00,Obs de Wilgenstee,Loppersum,9914PK,Bo,17.95,183.0,0.0717,0.4518,24
19JO00,Openb basissch De Egelantier,Soest,3765CJ,Bo,22.6,287.81,0.0885,0.5886,186
19KB00,OBS De Octopus,Het Hogeland,9967PS,Bo,17.14,206.48,0.0687,0.4864,102
19KD00,BS De Triangel,Westerkwartier,9843HA,Bo,32.13,236.05,0.121,0.5264,75
19KG00,SSBO De Tender,Enschede,7544XN,Sbo,0.78,218.71,0.0034,0.5034,285
19KH00,SSBO De Vuurtoren,Zoetermeer,2721GP,Sbo,0.0,424.57,0.0,0.7198,202
19KI00,Sol Krommeweg / Admiraal,Hendrik-Ido-Ambacht,3342TA,Bo,20.34,346.29,0.0804,0.6496,465
19KK00,Ten Darperschoele,Westerveld,7983KN,Bo,13.7,399.76,0.0558,0.6988,45
19KV00,BS De Beemden,Boxtel,5283KG,Bo,18.64,325.62,0.0742,0.629,97
19KX00,Obs Pr. Beatrix,Loppersum,9919HX,Bo,36.47,206.9,0.135,0.487,75
19LD00,Basisschool Gerardus,Enschede,7532AS,Bo,17.38,264.29,0.0696,0.5614,216
19LE00,KBS St. Jozef,Gilze en Rijen,5121EG,Bo,25.52,295.62,0.0987,0.5973,276
19LF00,Chr BS t Mozaiek,Epe,8172VT,Bo,14.63,287.81,0.0593,0.5886,170
19LH00,obs de Getyden,Het Hogeland,9968AL,Bo,22.36,245.14,0.0876,0.538,57
19LI00,De Zonnebloem,'s-Gravenhage,2565RE,Bo,37.29,375.33,0.1376,0.677,310
19LM00,De Dubbeldekker,Hilversum,1212AL,Bo,27.18,271.24,0.1044,0.5697,128
19LR00,BS De Vorsenpoel,Boxtel,5283CV,Bo,11.33,325.62,0.0466,0.629,258
19LU00,De Regenboog,Enschede,7542GT,Bo,8.31,255.48,0.0347,0.5508,116
19LV00,KBS Burg. van Mierlo,Gilze en Rijen,5121HT,Bo,20.13,295.62,0.0797,0.5973,64
19LW00,CBS De Violier,Epe,8171BA,Bo,20.69,384.57,0.0817,0.6854,160
19LY00,A M G Schmidtschool,'s-Gravenhage,2517JM,Bo,68.39,481.1,0.2263,0.7642,207
19LY01,A M G Schmidtschool,'s-Gravenhage,2582RA,Bo,57.32,640.62,0.1968,0.8696,164
19MA00,Sol Villa Ambacht,Hendrik-Ido-Ambacht,3341GG,Bo,16.78,341.43,0.0674,0.6449,193
19MD00,BS De Hobbendonken,Boxtel,5283HD,Bo,22.99,325.62,0.0899,0.629,148
19MF00,Troubadour,Enschede,7534XC,Bo,18.02,266.9,0.0719,0.5646,146
19MG00,KBS de Brakken,Gilze en Rijen,5121EM,Bo,29.99,295.62,0.1139,0.5973,311
19MH00,De Klimop,'s-Gravenhage,2562SK,Bo,31.68,268.43,0.1195,0.5664,127
19ML00,AZS De Vlieger,Harderwijk,3843GC,Bo,19.29,291.0,0.0766,0.5922,115
19MN00,De Kubus,Enschede,7533XK,Bo,13.73,229.24,0.0559,0.5175,87
19MP00,De Kameleon,'s-Gravenhage,2516VN,Bo,22.02,210.24,0.0864,0.4917,106
19MR00,Lorentzschool,Hilversum,1223HN,Bo,46.02,387.0,0.1644,0.6875,412
19MU00,Max Velthuijs,'s-Gravenhage,2513RP,Bo,12.72,329.81,0.052,0.6333,90
19MW00,De Gooise Daltonschool,Hilversum,1218GZ,Bo,30.97,416.76,0.1172,0.7133,163
19MY00,St Jan-Basisschool,Enschede,7545GH,Bo,20.01,221.62,0.0792,0.5073,110
19MZ00,OBS Houtwijk,'s-Gravenhage,2552KN,Bo,11.67,289.1,0.0479,0.5901,153
19NA00,Violenschool,Hilversum,1214CJ,Bo,54.88,382.43,0.19,0.6834,619
19NB00,Alfonsus-School,Enschede,7535BZ,Bo,32.17,328.29,0.1211,0.6317,324
19NE00,De Windroos,Enschede,7544DA,Bo,12.41,218.71,0.0508,0.5034,215
19NH00,Bonifatius,Enschede,7523HC,Bo,29.63,245.33,0.1127,0.5382,78
19NM00,Paus Joannes,Enschede,7531XG,Bo,22.64,279.43,0.0886,0.5791,164
19NM01,De Marcellinus,Enschede,7548CD,Bo,32.89,380.58,0.1235,0.6818,57
19NN00,Houtrustsch,'s-Gravenhage,2566JP,Bo,45.94,690.44,0.1642,0.8979,156
19NO00,Heyenoordsch,Arnhem,6813ES,Bo,39.67,447.57,0.1451,0.7384,255
19NP00,Paulus,Enschede,7521DX,Bo,23.12,207.19,0.0903,0.4874,121
19NQ00,OBS De Gelderlandschool,'s-Gravenhage,2573BA,Bo,12.64,216.24,0.0517,0.5,162
19NR00,Pieter Brueghelschool,Arnhem,6813KZ,Bo,54.62,447.57,0.1893,0.7384,252
19NS00,De Menkotoren,Enschede,7523GD,Bo,27.28,245.33,0.1048,0.5382,107
19NT00,De Drentse Hoek,'s-Gravenhage,2545SL,Bo,26.86,247.33,0.1033,0.5407,149
19NV00,De Triangel,Enschede,7545BV,Bo,31.02,221.62,0.1173,0.5073,405
19NW00,Van Ostadeschool,'s-Gravenhage,2526EV,Bo,23.47,218.24,0.0916,0.5028,304
19NX00,Jan Ligthartsch,Arnhem,6821CJ,Bo,37.99,328.24,0.1399,0.6317,276
19NZ00,Erasmussch,'s-Gravenhage,2542ED,Bo,9.95,216.14,0.0412,0.4999,216
19OB00,Godfried Bomans-School,Enschede,7542LX,Bo,20.9,255.48,0.0824,0.5508,142
19OC00,Pr Willem Alexandersch,'s-Gravenhage,2521SG,Bo,17.06,205.14,0.0684,0.4845,224
19OE00,De Boomhut,Arnhem,6824LE,Bo,34.58,339.48,0.129,0.6429,299
19OF00,De Jonge Helden,Enschede,7546EA,Bo,23.73,303.14,0.0925,0.6055,92
19OM00,BS De Witte Vlinder,Arnhem,6824RC,Bo,12.19,339.48,0.0499,0.6429,101
19OQ00,De Springbok,'s-Gravenhage,2571VD,Bo,9.38,219.43,0.0389,0.5044,349
19OR00,De Werf,Arnhem,6826HA,Bo,13.9,212.33,0.0565,0.4946,265
19OY00,De Parkschool,Arnhem,6825JA,Bo,15.14,220.29,0.0612,0.5055,151
19PQ00,SBO Prinsenhof,Pijnacker-Nootdorp,2643MC,Sbo,0.0,416.95,0.0,0.7135,143
19QB00,SSBO Petra,Eindhoven,5631KN,Sbo,0.16,414.48,0.0007,0.7114,178
19QD00,De Kleine Wereld,'s-Gravenhage,2531VP,Bo,21.12,201.71,0.0832,0.4796,168
19QE00,SSBO Reestoever,Meppel,7944EM,Sbo,0.03,283.24,0.0001,0.5835,162
19QG00,it Heechhof,Smallingerland,9201XZ,Sbo,1.71,193.57,0.0074,0.4677,162
19QJ00,SSBO t Hoge Holt,Noordenveld,9301MK,Sbo,0.06,272.14,0.0003,0.5707,207
19QL00,SSBO 't Sterrenbos,Rheden,6951EB,Sbo,0.06,236.19,0.0003,0.5266,107
19QS00,De Dijk,Wageningen,6708AA,Sbo,0.0,291.29,0.0,0.5925,84
19QV00,SSBO I t Oerset,Heerenveen,8448GK,Sbo,0.65,384.67,0.0028,0.6854,154
19QX00,SSBO De Triade,Weststellingwerf,8471AW,Sbo,0.0,222.0,0.0,0.5079,64
19QZ00,SBO De Meie,Schouwen-Duiveland,4301KJ,Sbo,2.86,242.19,0.0122,0.5343,57
19RA00,SBO De Delta,Appingedam,9901CE,Sbo,0.0,192.43,0.0,0.466,82
19RC00,De Wetterwille,S·dwest-FryslÔn,8601ZP,Sbo,3.03,268.48,0.013,0.5664,114
19RD00,Hugo De Grootsch,Arnhem,6828TT,Bo,17.46,252.33,0.0699,0.547,123
19RE00,Panta rhei,Deventer,7415KP,Sbo,2.03,228.95,0.0087,0.5171,369
19RG00,Basisschool De Hoeksteen,Barendrecht,2991RK,Bo,19.1,372.33,0.0759,0.6742,140
19RH00,SSBO t Talent,Meierijstad,5481KD,Sbo,1.43,320.0,0.0062,0.6232,14
19RJ00,Banisschool,Rijssen-Holten,7463CJ,Bo,19.33,375.62,0.0767,0.6773,217
19RK00,RK Basissch St Bavo,Haarlem,2025RD,Bo,17.17,362.81,0.0688,0.6654,131
19RK01,RK Basisschool St Bavo,Haarlem,2026SJ,Bo,32.78,419.48,0.1231,0.7156,164
19RM00,SSBO De Kampingerhof,Ooststellingwerf,8431AS,Sbo,3.0,234.9,0.0128,0.5249,56
19RN00,OEC 't Ravelijn,Steenwijkerland,8332GL,Sbo,6.89,277.05,0.0289,0.5764,266
19RS00,SSBO Dr JP Heije,Haarlemmermeer,2132DR,Sbo,0.02,368.38,0.0001,0.6706,118
19RT00,SSBO de Stuifheuvel,Zeist,3708DM,Sbo,0.1,475.81,0.0004,0.7603,278
19RY00,De Werveling Basisschool,Soest,3768CC,Bo,49.55,577.05,0.1748,0.8306,248
19SC00,SBO De Vlieger,Leiden,2334EZ,Sbo,0.0,538.67,0.0,0.8053,375
19SF00,RK BS Sint Antonius,Zundert,4882BH,Bo,26.56,429.33,0.1023,0.7237,184
19SG00,Nutsbasissch Morgenstond,'s-Gravenhage,2545VC,Bo,32.11,247.33,0.1209,0.5407,132
19SI00,De La Reysch,'s-Gravenhage,2571GH,Bo,31.58,219.43,0.1192,0.5044,277
19SN00,SSBO De Korenburg,Winterswijk,7101JA,Sbo,0.4,238.86,0.0017,0.53,122
19SP00,sbo De Sluis,Zwolle,8017AZ,Sbo,0.0,371.48,0.0,0.6735,126
19ST00,SBO Kameleon,Vlaardingen,3136JJ,Sbo,0.15,266.1,0.0006,0.5636,165
19SW00,SBO Delta,Oldambt,9675HL,Sbo,0.0,221.62,0.0,0.5073,149
19SZ00,PC Basissch Het Kompas,Barendrecht,2992VH,Bo,40.18,371.24,0.1467,0.6732,249
19TA00,De Vuurtoren,'s-Gravenhage,2587EB,Bo,17.91,512.53,0.0715,0.7871,115
19TB00,Brekeldschool,Rijssen-Holten,7462GS,Bo,19.49,289.81,0.0773,0.5909,210
19TE00,SSBO De Boekanier,Velsen,1971GZ,Sbo,0.0,295.67,0.0,0.5973,131
19TK00,Da Costa Basisschool,Soest,3761AJ,Bo,44.81,473.38,0.1608,0.7584,168
19TL00,RK Basisschool St Anna,Zundert,4881XE,Bo,16.78,332.43,0.0674,0.6359,134
19TM00,Nutsbasissch Mm Boldingh,'s-Gravenhage,2517SC,Bo,52.58,481.1,0.1835,0.7642,220
19TO00,Het Volle Leven,'s-Gravenhage,2587BB,Bo,38.43,507.86,0.1412,0.7838,375
19TP00,SSBO De Trilker,Leeuwarden,8915CD,Sbo,0.2,186.86,0.0008,0.4577,152
19TU00,Annie M. G. Schmidt,Hilversum,1213VC,Sbo,0.34,750.19,0.0015,0.9295,272
19TV00,SBO Wim Monnereau,Veendam,9641LJ,Sbo,0.06,170.48,0.0003,0.4321,213
19UB00,OBS de Monchyschool,Arnhem,6841GD,Bo,17.54,239.81,0.0702,0.5312,76
19UC00,Basissch Gr V Prinsterer,Barendrecht,2992DN,Bo,36.46,371.24,0.135,0.6732,343
19UE00,In Den Climtuin,Rijssen-Holten,7461XN,Bo,19.39,308.57,0.077,0.6113,174
19UF00,RK Basissch St Liduina,Haarlem,2022RA,Bo,50.79,428.19,0.1784,0.7228,379
19UG00,SSBO Het Mozaiek,Zutphen,7204CV,Sbo,0.0,216.33,0.0,0.5001,116
19UH00,Insingerbasisschool,Soest,3766MA,Bo,40.21,392.95,0.1468,0.6928,163
19UI00,RK Basisschool St Jozef,Zundert,4884AB,Bo,21.74,326.52,0.0854,0.6299,133
19UJ00,Nutsbasissch Laan V Poot,'s-Gravenhage,2566DA,Bo,69.89,680.24,0.2302,0.8922,168
19UK00,Jan Ligthartsch,'s-Gravenhage,2515GE,Bo,24.2,229.14,0.0941,0.5174,461
19UM00,SSBO Het Tangram,Purmerend,1441MS,Sbo,0.63,319.24,0.0027,0.6225,198
19US00,Het Mozaiek,Arnhem,6832HG,Bo,38.54,210.1,0.1416,0.4915,353
19UU00,PC Basisschool De Ark,Barendrecht,2991KM,Bo,50.08,372.33,0.1763,0.6742,254
