BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,pupils_total
03FJ00,Openbare Bs De Sterrenboom,Krimpenerwaard,2821SB,Bo,29.3,399.38,0.1116,0.6984,172
03FS00,Basisschool Hartenaas,Grave,5361HT,Bo,24.19,265.05,0.0941,0.5623,113
03FT00,Openbare Basisschool De Borgh,Westerkwartier,9801AM,Bo,33.28,298.0,0.1248,0.5999,271
03FU00,Arembergschool,Zwartewaterland,8064CD,Bo,12.8,254.57,0.0523,0.5497,146
03GD00,De Lelie,Bodegraven-Reeuwijk,3465KE,Bo,26.02,408.14,0.1004,0.706,121
03GE00,Prinses Margriet School,Rotterdam,3028HW,Bo,11.01,177.05,0.0454,0.4426,231
03GJ00,De Poeljeugd,Goes,4472AT,Bo,28.4,332.48,0.1086,0.636,70
03GL00,De Wegwijzer,Grave,5361AX,Bo,22.64,265.05,0.0886,0.5623,49
03GP00,Chr Bs De Open Hof,Woensdrecht,4631NM,Bo,24.71,309.31,0.0959,0.6121,25
03GR00,Het Mozaiek,Hoogeveen,7913RE,Bo,19.97,277.71,0.0791,0.5772,184
03GR01,Het Mozaiek,Hoogeveen,7913TR,Bo,12.74,284.0,0.0521,0.5843,57
03GT00,Chr Basissch De Foareker,S·dwest-FryslÔn,8734GL,Bo,28.61,251.95,0.1093,0.5465,64
03GW00,PC Basisschool de hoefer,Sittard-Geleen,6131KJ,Bo,29.24,224.43,0.1114,0.5111,88
03HA00,RK Basisschool Emmaus,Bernheze,5384BV,Bo,28.56,376.43,0.1091,0.678,393
03HB00,Koelmanschool,Goes,4461RH,Bo,29.09,237.62,0.1109,0.5284,156
03HC00,Christelijke Basisschool,Zaltbommel,5313AP,Bo,14.46,356.48,0.0586,0.6594,58
03HD00,Basisschool De Lisbloem,Lisse,2163AJ,Bo,19.56,362.86,0.0776,0.6654,139
03HE00,Basisschool De Akker,Lisse,2161HB,Bo,18.28,384.1,0.0729,0.6849,180
03HF00,Bs De Draaiende Wieken,Roerdalen,6061EL,Bo,20.07,260.71,0.0794,0.5572,174
03HG00,Basisschool De Bongerd,Nederweert,6031TZ,Bo,16.33,329.19,0.0657,0.6327,86
03HH00,Basisschool Kon Beatrix,Lansingerland,2651CP,Bo,39.28,419.0,0.1439,0.7152,106
03HI00,Het Christal,Vlaardingen,3135PS,Bo,18.12,291.43,0.0723,0.5927,65
03HK00,Basissch Guido De Bres,Ommen,7731DG,Bo,26.75,314.62,0.1029,0.6176,159
03HL00,BS De Zjwiek,Leudal,6088EH,Bo,25.21,319.33,0.0976,0.6226,204
03HM00,Gereformeerd Basisschool,Dalfsen,7721BN,Bo,28.85,341.29,0.1101,0.6447,105
03HO00,GBS Klim-op,Loppersum,9991BN,Bo,28.56,193.9,0.1091,0.4682,51
03HP00,Rehoboth,Zwartewaterland,8281ZC,Bo,19.43,282.33,0.0771,0.5824,155
03HQ00,GBS de Levensboom,Staphorst,7954GC,Bo,19.12,329.24,0.076,0.6327,117
03HR00,Geref Basissch De Cirkel,Assen,9402AR,Bo,31.4,211.29,0.1186,0.4932,161
03HS00,GBS Oranje Nassau,Achtkarspelen,9288BA,Bo,26.46,219.67,0.102,0.5047,68
03HT00,de Bloeiwijzer,Amstelveen,1183JM,Sbo,5.92,435.1,0.025,0.7284,252
03HU00,Rehobothschool,Barneveld,3774DA,Bo,14.74,465.71,0.0597,0.7526,457
03HV00,Geref Bs De Triangel,Capelle aan den IJssel,2906VK,Bo,28.1,259.52,0.1076,0.5557,144
03HV01,Basissch de Triangel,Krimpen aan den IJssel,2925BX,Bo,32.49,349.48,0.1222,0.6527,143
03HY00,Chr Basissch Eben Haezer,Neder-Betuwe,4043MA,Bo,10.66,319.76,0.044,0.623,305
03HZ00,Ds Derksenschool,Buren,4119LX,Bo,30.16,428.0,0.1145,0.7226,42
03IA00,Graaf Jan van Nassau Sch,Vlissingen,4386AK,Bo,30.18,298.24,0.1145,0.6001,110
03IB00,Chr Basissch De Reinboge,S·dwest-FryslÔn,8765LM,Bo,34.63,325.72,0.1291,0.6291,25
03IC00,IKC Magenta,Hof van Twente,7491EA,Bo,22.14,332.24,0.0869,0.6357,201
03IH00,Kath Bs Montessorischool,Gooise Meren,1401CS,Bo,60.54,626.71,0.2056,0.8614,248
03IK00,Basisschool Eben Haezer,Tholen,4691HS,Bo,19.81,265.9,0.0785,0.5634,272
03IV00,Basisschool St Jozef,Venlo,5931CZ,Bo,17.17,251.33,0.0688,0.5457,198
03IW00,Chr Basissch Het Kompas,Reimerswaal,4401HZ,Bo,24.25,261.48,0.0943,0.5581,158
03IX00,Basisschool Valkenheuvel,Utrechtse Heuvelrug,3972XL,Bo,23.65,414.29,0.0922,0.7112,83
03IY00,Basisschool Jf Kennedy,Maastricht,6216ED,Bo,26.87,232.05,0.1033,0.5212,401
03IZ00,Basisschool St Vitus,Bergen (L.),5855AD,Bo,18.07,315.62,0.0722,0.6187,107
03JB00,Kindcentrum Platijn,Best,5684AT,Bo,27.67,337.33,0.1061,0.6408,94
03JC00,Kbs John F Kennedy,Breda,4826KA,Bo,16.42,224.76,0.066,0.5116,222
03JD00,GBS Pieter Jongeling,Arnhem,6814CJ,Bo,52.04,503.81,0.182,0.7809,170
03JE00,Basisschool De Ark,Vijfheerenlanden,4131AR,Bo,18.95,250.38,0.0754,0.5445,92
03JH00,Kindcentrum Het IJzeren Kind,'s-Hertogenbosch,5246GB,Bo,28.55,348.52,0.1091,0.6518,418
03JI00,Rk Basisschool G Majella,Epe,8171KC,Bo,18.09,384.57,0.0722,0.6854,100
03JL00,Basissch Titus Brandsma,Brunssum,6441JJ,Bo,27.42,178.57,0.1052,0.4449,134
03JP00,Basisschool Talente,Halderberge,4751CN,Bo,23.6,333.57,0.092,0.6371,254
03JQ00,Basisschool Harlekijn,Leudal,6095AG,Bo,28.47,311.95,0.1088,0.6148,99
03JS00,De Zonnewwende,Zutphen,7203GC,Bo,45.22,255.29,0.162,0.5506,218
03JW00,Dr EA Borgerschool,De Fryske Marren,8501HL,Bo,7.99,239.48,0.0334,0.5308,99
03JX00,Katholieke basisschool de Den,Eijsden-Margraten,6261NX,Bo,23.89,360.86,0.093,0.6636,116
03KA00,RK BS St. Willibrordus,Schouwen-Duiveland,4301KB,Bo,32.35,242.19,0.1217,0.5343,111
03KF00,Jozefschool RK Basisond,Aalsmeer,1431SG,Bo,26.43,426.24,0.1018,0.7212,323
03KI00,bs 't Bossche Hart,Halderberge,4744BX,Bo,20.49,362.9,0.0809,0.6655,106
03KJ00,Sterrenpad 't Ven,Venlo,5916SR,Bo,14.55,397.24,0.059,0.6966,118
03KM00,Chr Bs Prins W Alexander,Olst-Wijhe,8121BR,Bo,16.63,312.86,0.0668,0.6158,187
03KP00,CBS Koning Willem-Alexander,Het Hogeland,9981KJ,Bo,19.71,191.62,0.0781,0.4648,79
03KR00,Basisschool De Lichtbron,Midden-Groningen,9602PK,Bo,25.4,154.43,0.0983,0.4056,80
03KS00,RK Basissch C v Leeuwen,Brummen,6961XK,Bo,22.53,321.95,0.0882,0.6253,143
03KT00,De Planthof,Noordoostpolder,8303HL,Bo,30.44,222.0,0.1154,0.5079,64
03KV00,Basisschool Dr A Comrie,Reimerswaal,4416DE,Bo,24.75,259.71,0.096,0.556,206
03KW00,Basisschool Comenius,Zeist,3703CG,Bo,58.53,458.48,0.2001,0.747,262
03KX00,PC BS De Fontein,Texel,1791VA,Bo,21.59,328.62,0.0849,0.6321,137
03LA00,Sint-Petrusschool,Diemen,1111HL,Bo,28.04,409.1,0.1074,0.7068,151
03LC00,Chr Basissch De Fontein,Coevorden,7841AZ,Bo,24.62,285.14,0.0956,0.5856,70
03LD00,Basisschool Neel,Roermond,6042NG,Bo,25.83,266.1,0.0998,0.5636,191
03LE00,Basissch De Steenen Brug,Roermond,6041LV,Bo,37.13,288.43,0.1371,0.5893,158
03LK00,De Oersprong,Oude IJsselstreek,7071KS,Bo,12.66,254.48,0.0518,0.5496,231
03LN00,Basisschool de Wittenberg,Scherpenzeel,3925BW,Bo,25.09,358.52,0.0972,0.6614,300
03LO00,Talententuin Maastricht,Maastricht,6222AM,Sbo,0.02,202.29,0.0001,0.4804,214
03LQ00,Ds Joannes Beukelmansch,Alblasserdam,2951PL,Bo,16.61,276.38,0.0667,0.5756,423
03LR00,CBS Remmelt Booy,Westerkwartier,9863PV,Bo,25.05,301.95,0.0971,0.6042,66
03LS00,Klim Op School,Rijssen-Holten,7461EJ,Bo,12.29,308.57,0.0503,0.6113,160
03LT00,St Nicolaasschool,Nijmegen,6532CW,Bo,32.02,304.76,0.1206,0.6072,208
03LX00,Bs Drie Koningen,Utrecht,3454AB,Bo,45.15,508.9,0.1618,0.7845,499
03LY00,RK BS Laurentius,Breda,4835CD,Bo,35.48,551.76,0.1319,0.8141,580
03MA00,Basissch Klimop,Oss,5366AK,Bo,21.66,340.1,0.0852,0.6435,73
03MF00,Basisschool Rehoboth,Apeldoorn,3888KD,Bo,21.12,486.0,0.0832,0.7679,209
03MH00,bs Petrus en Paulus,Meierijstad,5466RS,Bo,16.62,422.48,0.0668,0.7181,66
03MI00,Martin Luther Kingschool,De Bilt,3738EB,Bo,25.48,401.24,0.0986,0.7,164
03MJ00,Eben-Haezerschool,Utrecht,3541DZ,Bo,45.18,439.33,0.1619,0.7319,70
03MK00,Basisschool Berkeloo,Tilburg,5056XN,Bo,30.9,439.86,0.1169,0.7323,329
03ML00,Chr Nationale Basissch,Staphorst,7951JS,Bo,15.43,316.38,0.0623,0.6195,217
03MO00,RK Bs Sint Marie,Woensdrecht,4635CX,Bo,28.16,352.0,0.1077,0.6551,97
03MQ00,Maria Goretti,Gennep,6591JG,Bo,20.64,283.74,0.0815,0.584,55
03MR00,Kbs Weilust,Breda,4817WR,Bo,34.5,291.0,0.1287,0.5922,313
03MT00,Basissch Molenbolwerk,Sluis,4515AT,Bo,20.22,261.95,0.08,0.5587,84
03MW00,RK Bs Het Palet,Bergen op Zoom,4625BR,Bo,18.85,282.62,0.075,0.5828,84
03MX00,Basisschool de Caleidoscoop,Brunssum,6444CL,Bo,25.93,219.29,0.1001,0.5042,198
03NB00,De Rozenhorst,Rotterdam,3181HE,Bo,13.83,241.24,0.0562,0.5331,207
03NC00,Basisonderwijs Scharn,Maastricht,6226BP,Bo,51.21,320.57,0.1796,0.6238,300
03NE00,RK Basisschool Vinkenbos,Rucphen,4714BZ,Bo,18.11,344.48,0.0723,0.6478,246
03NF00,De Drie Vijvers,Gennep,6596AP,Bo,18.95,374.95,0.0754,0.6767,141
03NH00,RK Basissch St Jozef,Sluis,4529GJ,Bo,20.57,279.55,0.0813,0.5793,46
03NI00,Tweemaster,Haarlemmermeer,2141VJ,Bo,34.35,513.67,0.1282,0.7879,286
03NJ00,Aloysius,Bloemendaal,2051BC,Bo,54.82,909.9,0.1898,1.0043,157
03NN00,RK BS De Driesprong,Alphen-Chaam,4861BB,Bo,40.57,400.19,0.1479,0.6991,195
03NO00,RK Basissch De Wegwijzer,Zundert,4885AH,Bo,22.1,402.81,0.0867,0.7014,90
03NP00,Basissch St Sebastianus,Hellendoorn,7447CK,Bo,23.62,376.76,0.0921,0.6783,129
03NR00,Basisschool De Oostvogel,Hulst,4586AJ,Bo,17.3,250.19,0.0693,0.5443,52
03NT00,RK Basissch De Regenboog,Voorschoten,2252TR,Bo,55.03,490.0,0.1904,0.7709,246
03NU00,Talentencampus Venlo Basisondw,Venlo,5913GB,Bo,41.44,305.57,0.1506,0.6081,196
03NW00,Kbs De Zandberg,Breda,4818GL,Bo,42.25,499.1,0.153,0.7775,546
03NY00,RK Basissch St Antonius,Nieuwkoop,2431XB,Bo,43.16,447.67,0.1558,0.7385,110
03NZ00,RK Basissch D Krullevaar,Krimpenerwaard,2871CV,Bo,41.89,311.67,0.1519,0.6145,81
03OA00,Basissch Petrus Dathenus,Hilversum,1222VC,Bo,35.27,338.0,0.1312,0.6415,26
03OB00,Basisschool Ummer Clumme,Voerendaal,6343RJ,Bo,39.05,327.19,0.1432,0.6306,143
03OC00,OEC De Welp,Hof van Twente,7475CX,Bo,25.69,365.48,0.0993,0.6679,87
03OJ00,Ds J Groenewegenschool,Altena,4251GD,Bo,20.18,317.0,0.0798,0.6201,402
03OK00,BS De Zuidstroom,Venlo,5912BT,Bo,11.07,246.81,0.0456,0.5401,166
03OM00,RK Bs De Berensprong,Roerdalen,6075CW,Bo,19.59,284.24,0.0777,0.5846,195
03ON00,St Gerardus Majella,Midden-Groningen,9602GX,Bo,9.58,154.43,0.0397,0.4056,74
03OP00,Basisschool St Oda,Maastricht,6217KM,Bo,17.39,216.48,0.0696,0.5003,107
03OR00,GBS De Sterrenpracht,Terneuzen,4571TV,Bo,31.27,205.52,0.1182,0.485,108
03OT00,RK BSO De Meule,Venlo,5914XS,Bo,22.35,219.48,0.0876,0.5044,212
03OU00,Ond Gemeenschap de Hoeve,Nijkerk,3871NA,Bo,28.03,437.0,0.1073,0.73,248
03PC00,RK BS Teresia,Waalwijk,5141HK,Bo,21.65,310.67,0.0851,0.6135,136
03PD00,Basisschool De Octopus,Roermond,6071VP,Bo,31.53,265.57,0.119,0.563,248
03PE00,SSBO t Palet,Stede Broec,1613PN,Sbo,0.81,314.86,0.0035,0.6179,323
03PF00,Basisschool Bocholtz,Simpelveld,6351HJ,Bo,21.55,221.0,0.0847,0.5065,227
03PH00,RKBS De Kiem,Kaag en Braassem,2371EK,Bo,29.56,406.76,0.1125,0.7048,207
03PJ00,Basissch St Joan,Cranendonck,6027PL,Bo,36.1,396.76,0.1339,0.6961,105
03PK00,Basissch Sint Agnes,Dongen,5106NE,Bo,27.85,451.29,0.1067,0.7414,59
03PL00,RK Bs St Jozef,Moerdijk,4759BD,Bo,26.04,348.38,0.1005,0.6516,71
03PM00,De Wegwijzer,Sint-Michielsgestel,5271XR,Bo,32.37,406.48,0.1218,0.7046,153
03PN00,Ter Doest,Hulst,4569AP,Bo,25.39,231.39,0.0983,0.5203,28
03PP00,Bernadetteschool,Laarbeek,5738AH,Bo,18.63,433.29,0.0742,0.727,132
03PQ00,Petrusschool,Rijswijk,2286RL,Bo,22.34,366.48,0.0876,0.6688,206
03PS00,Montessori Landsmeer,Landsmeer,1121JC,Bo,41.85,503.43,0.1518,0.7806,167
03PV00,Basisschool 't Kempke,Roerdalen,6077AS,Bo,21.15,278.48,0.0833,0.578,138
03PW00,Basissch Maria,'s-Hertogenbosch,5382JD,Bo,22.87,382.38,0.0894,0.6834,101
03PX00,Basisschool De Pollenhof,Maasdriel,5321GL,Bo,26.77,372.95,0.103,0.6748,123
03PY00,Basisschool De Oase,'s-Gravenhage,2555XW,Bo,31.64,305.33,0.1194,0.6078,348
03QA00,De Plakkenberg,Oude IJsselstreek,7064BK,Bo,15.87,263.76,0.064,0.5608,224
03QB00,Basisschool St Bernardus,Hulst,4567CA,Bo,31.34,237.95,0.1184,0.5289,49
03QC00,RK BS St Anthonius,Tholen,4698AS,Bo,22.14,242.05,0.0869,0.5341,62
03QD00,Petrus en Paulus School,Maastricht,6213HM,Bo,36.41,369.62,0.1348,0.6717,158
03QF00,Basisschool Sint Anna,Venray,5863AT,Bo,29.21,259.33,0.1113,0.5555,57
03QI00,KC STip,Horst aan de Maas,5865BJ,Bo,24.75,279.43,0.096,0.5791,160
03QJ00,Basisschool Megelsheim,Horst aan de Maas,5864CS,Bo,22.03,297.95,0.0865,0.5998,112
03QK00,Basisschool St Liduina,Leudal,6037RW,Bo,14.38,344.14,0.0584,0.6475,64
03QL00,Basisschool De Vryheit,Beverwijk,1949EG,Bo,31.85,300.62,0.1201,0.6027,79
03QN00,Bs. Edith Stein,Meierijstad,5465RJ,Bo,18.94,461.9,0.0753,0.7497,105
03QO00,'t Schrijverke,Oss,5373CH,Bo,17.57,351.05,0.0703,0.6542,110
03QP00,SWS De Fladderiep,Noordoostpolder,8317AG,Bo,25.61,314.57,0.099,0.6176,65
03QQ00,De Tragellijn,Zevenaar,6915VT,Bo,6.15,210.1,0.0259,0.4915,149
03QR00,IKC Het Sterrenbos,Lingewaard,6851GM,Bo,30.71,338.9,0.1163,0.6424,346
03QS00,Basisschool A Schweitzer,Montferland,6942VA,Bo,16.15,262.1,0.065,0.5588,202
03QT00,Basisschool De Schittering,Drimmelen,4927BB,Bo,21.2,347.14,0.0835,0.6504,92
03QW00,RK BS Op Dreef,Woensdrecht,4645EV,Bo,20.38,277.9,0.0806,0.5774,91
03QY00,Angelaschool,Boxtel,5281JB,Bo,27.3,325.19,0.1048,0.6286,391
03QZ00,Basisschool De Sleye,Maasgouw,6097CW,Bo,27.78,319.52,0.1065,0.6228,171
03RA00,RK Basissch De Horizon,Noordoostpolder,8307AX,Bo,16.39,292.19,0.0659,0.5935,96
03RC00,Basisschool St Stephanus,Borne,7625PH,Bo,29.91,399.57,0.1136,0.6986,67
03RD00,Op De Hoeksteen,Zwartewaterland,8061AJ,Bo,28.51,275.38,0.1089,0.5745,79
03RE00,Basisschool De Mirt,Kampen,8265EA,Bo,35.06,263.71,0.1305,0.5608,97
03RG00,RK Basisschool Bergop,Voerendaal,6367HK,Bo,28.34,287.14,0.1084,0.5879,99
03RK00,Jan De Bakker School,Woerden,3442XH,Bo,29.16,312.86,0.1111,0.6158,146
03RL00,De Biezenkamp,Berg en Dal,6573BH,Bo,41.88,376.67,0.1519,0.6782,242
03RN00,Sint Josef,Boxmeer,5825BL,Bo,21.17,352.57,0.0834,0.6557,163
03RO00,Het Loo,Bronckhorst,7021XW,Bo,21.01,350.29,0.0828,0.6535,105
03RO01,PC Bs Nijman IJzevoorde,Doetinchem,7004HT,Bo,26.13,358.71,0.1008,0.6615,68
03RP00,Basisschool Antonius,Leudal,6082AM,Bo,23.5,278.0,0.0917,0.5775,43
03RQ00,Rehoboth-School,Barendrecht,2992AB,Bo,19.79,371.24,0.0784,0.6732,240
03RS00,Basisschool de Violier,Echt-Susteren,6101HH,Bo,34.85,259.29,0.1299,0.5554,143
03RT00,Deken Wehmeijer,Maasdriel,5334JW,Bo,27.6,451.29,0.1059,0.7414,72
03RV00,Basisschool Eigenwijs,Venray,5808AV,Bo,27.88,299.52,0.1068,0.6015,75
03RW00,De Tandem,Heumen,6612BB,Bo,27.67,380.71,0.1061,0.6819,64
03RX00,Willibrord-School,Stadskanaal,9501CZ,Bo,14.6,205.24,0.0592,0.4846,183
03RY00,Sint Gerardus,Emmen,7826CT,Bo,26.5,277.67,0.1021,0.5771,154
03RZ00,Chr Nat Basissch De Bron,Emmen,7833GH,Bo,17.73,237.9,0.0709,0.5288,184
03SB00,Basisschool De Hoge Waai,Geertruidenberg,4944XB,Bo,31.07,372.76,0.1175,0.6746,135
03SC00,Willibrord,Dinkelland,7591NX,Bo,33.13,307.33,0.1243,0.6099,62
03SE00,RK BS Het Mozaiek,Terneuzen,4541AL,Bo,16.16,172.05,0.0651,0.4346,90
03SG00,Basisschool 't Vogelnest,Hulst,4585AA,Bo,4.29,236.0,0.0182,0.5263,19
03SH00,De Wereldwijzer,Cranendonck,6023AM,Bo,19.13,279.33,0.076,0.579,41
03SJ00,RK Jozef-School,Wijdemeren,1394GM,Bo,29.65,480.05,0.1128,0.7635,163
03SK00,Kindcentrum de Rots,Geldrop-Mierlo,5665VS,Bo,18.88,249.48,0.0751,0.5434,136
03SL00,RK Basissch Bonifatius,Westerwolde,9561GA,Bo,21.06,222.33,0.083,0.5083,78
03SM00,RK Basissch St Radbodus,Waadhoeke,9035ED,Bo,27.78,253.67,0.1065,0.5486,92
03SN00,Daltonschool Nicolaas,Utrechtse Heuvelrug,3941HS,Bo,48.02,470.76,0.1703,0.7565,141
03SO00,RK Basisschool Het Spick,Beesel,5954BC,Bo,18.09,325.38,0.0722,0.6288,105
03SP00,SSBO De Lings,Venlo,5931KS,Sbo,0.0,251.33,0.0,0.5457,137
03SR00,Sint Alfonsusschool,Roermond,6045AR,Bo,24.14,224.05,0.0939,0.5106,137
03ST00,Basisschool De Wegwijzer,Molenlanden,2957SN,Bo,21.54,289.19,0.0847,0.5902,179
03SV00,Basisschool Sint Jozef,Beekdaelen,6447BE,Bo,33.87,277.48,0.1267,0.5769,153
03SW00,RK Basisschool Op Weg,Bernheze,5476KL,Bo,29.27,420.24,0.1115,0.7162,130
03SY00,KBs Pius,De Ronde Venen,1391XL,Bo,38.18,639.86,0.1404,0.8691,129
03TA00,Sint Bernardus-School,Bronckhorst,7256AP,Bo,20.62,353.86,0.0814,0.6569,96
03TB00,Basissch De Langenoord,Amersfoort,3828EA,Bo,36.47,430.19,0.1351,0.7244,207
03TC00,Basisschool Pius X,Oss,5342GH,Bo,11.94,311.1,0.049,0.6139,150
03TD00,Basissch Eben Haezer,Noordoostpolder,8303ZR,Bo,19.44,222.0,0.0771,0.5079,167
03TF00,"ISE, Primary div.",Eindhoven,5651GC,Bo,45.2,393.71,0.162,0.6935,129
03TG00,Roncalli Basisschool,Montferland,7038AL,Bo,20.18,269.86,0.0798,0.568,128
03TH00,t Klosterhufke,Druten,6653BS,Bo,18.18,290.52,0.0725,0.5916,100
03TJ00,Regenboogschool,Middelburg,4333BW,Bo,40.72,291.76,0.1483,0.593,158
03TL00,Basisschool Toermalijn,Zaanstad,1521DZ,Bo,14.57,283.71,0.0591,0.584,189
03TM00,Sint Jozef,Bergen (NH.),1934EA,Bo,25.73,411.81,0.0995,0.7091,182
03TN00,Basisschool Elckerlyc,Leiderdorp,2353RE,Bo,42.18,377.67,0.1528,0.6791,100
03TO00,Paradijsvogel,Bloemendaal,2114ER,Bo,27.72,489.95,0.1063,0.7708,95
03TP00,Bs Ridderhof,Stichtse Vecht,3633CA,Bo,45.26,514.38,0.1621,0.7884,114
03TQ00,Basisschool Essesteijn,Leidschendam-Voorburg,2272EB,Bo,38.88,407.67,0.1426,0.7056,345
03TR00,Gaanderwijs,Doetinchem,7011BJ,Bo,23.14,273.48,0.0904,0.5723,203
03TS00,Gideonschool Basisschool,Stede Broec,1611WS,Bo,9.15,315.33,0.038,0.6184,90
03TT00,A Bekemasch v RK Basison,Ouder-Amstel,1115VW,Bo,48.91,418.86,0.1729,0.715,147
03TU00,SSBO Op Maat,Alphen aan den Rijn,2402NM,Sbo,2.22,260.29,0.0095,0.5566,169
03TW00,Basisschool Don Bosco,Borsele,4453AK,Bo,28.27,251.81,0.1081,0.5463,106
03TX00,Basisschool St Nicolaas,Raalte,8144RG,Bo,25.05,382.48,0.0971,0.6835,53
03TY00,Kath Basissch Spaubeek,Beek,6176BZ,Bo,18.62,287.86,0.0742,0.5887,124
03TZ00,De Doornick,Lingewaard,6686AE,Bo,26.63,355.62,0.1025,0.6586,112
03UA00,RK Basisschool Marienhof,West Maas en Waal,6626AC,Bo,20.1,359.86,0.0795,0.6626,84
03UB00,KBs Willibrordus,Stichtse Vecht,3621XD,Bo,50.06,416.9,0.1763,0.7134,280
03UC00,De Branding,Bergen (NH.),1931BL,Bo,29.46,364.57,0.1121,0.6671,116
03UE00,Basisschool De Boogerd,Houten,3997ML,Bo,16.5,519.38,0.0663,0.792,44
03UG00,Basisschool De Veenvogel,Nieuwkoop,2441AD,Bo,20.64,390.38,0.0815,0.6905,201
03UJ00,De Langewieke,Hardenberg,7701AK,Bo,23.82,274.38,0.0928,0.5733,179
03UL00,Basissch De Korenaar,Helmond,5704AN,Bo,15.84,273.1,0.0639,0.5718,169
03UM00,RK Bs Berkenveld,Roosendaal,4726AH,Bo,37.21,351.33,0.1374,0.6545,68
03UN00,Antonius,Oost Gelre,7137MN,Bo,23.44,329.19,0.0915,0.6327,62
03UO00,Chr SSBO De Brug,Vijfheerenlanden,4132XC,Sbo,0.0,359.29,0.0,0.6621,108
03UQ00,RK Basissch De Wegwijzer,Deurne,5756AW,Bo,20.7,430.33,0.0817,0.7245,89
03UR00,RK Basisschool Zeilberg,Deurne,5754AH,Bo,12.62,350.14,0.0516,0.6534,153
03US00,Basisschool 't Maxend,Bernheze,5388GL,Bo,29.97,388.76,0.1138,0.6891,131
03UU00,RK Bs Torenschouw,Oosterhout,4901BE,Bo,29.2,265.4,0.1113,0.5628,63
03UW00,RK Bs Onder de Wieken,Horst aan de Maas,5964AE,Bo,20.56,345.38,0.0812,0.6487,71
03UY00,Basisschool De Brink,Horst aan de Maas,5962AH,Bo,16.91,338.33,0.0678,0.6418,132
03UZ00,Basisschool De Twister,Horst aan de Maas,5961BA,Bo,16.0,296.86,0.0645,0.5986,132
03VA00,Basisschool De Wouter,Horst aan de Maas,5966NR,Bo,18.43,310.14,0.0735,0.6129,96
03VB00,Basisschool De Doolgaard,Horst aan de Maas,5961TS,Bo,20.13,296.86,0.0796,0.5986,329
03VC00,RK Bs St Ger Majella,Heerlen,6414BT,Bo,20.58,149.67,0.0813,0.3974,106
03VD00,BS Onder de Linden,Peel en Maas,5986AE,Bo,15.09,341.9,0.061,0.6453,109
03VE00,Basisschool De Kemp,Peel en Maas,5987AH,Bo,35.34,377.57,0.1314,0.679,112
03VG00,Gerardusschool,Deurne,5752AK,Bo,42.36,467.62,0.1534,0.7541,116
03VH00,De Schalm,Venlo,5935AX,Bo,25.06,258.67,0.0971,0.5547,111
03VI00,Bs Maria ter Heide,Meierijstad,5464VR,Bo,17.04,399.1,0.0683,0.6982,89
03VK00,Basisschool De Hommel,Venray,5802AM,Bo,21.19,242.81,0.0835,0.5351,256
03VL00,Basisschool Sint Radboud,Leeuwarden,9011WE,Bo,30.37,240.57,0.1152,0.5322,56
03VP00,Basisschool de Arcade,Arnhem,6828EW,Bo,27.05,252.33,0.104,0.547,178
03VQ00,Basisschool Kunst Rijk,Arnhem,6822ET,Bo,19.12,269.43,0.076,0.5675,108
03VR00,Franciscus-School,Zaltbommel,5301TP,Bo,31.27,309.76,0.1182,0.6125,298
03VS00,Theresia,Bloemendaal,2061HX,Bo,64.02,935.71,0.2149,1.0152,164
03VT00,Basisschool De Ruijter,Beuningen,6551CH,Bo,16.2,335.1,0.0652,0.6386,126
03VV00,Sint Joseph-School,Schagen,1754KL,Bo,25.02,347.24,0.097,0.6505,55
03VW00,KC LEEF,Peel en Maas,5995XK,Bo,17.1,312.95,0.0685,0.6159,174
03VX00,Bs De Elsenhof,Drimmelen,4845EB,Bo,15.36,385.24,0.0621,0.686,107
03VZ00,Basissch De Springplank,Peel en Maas,5984NB,Bo,31.12,332.95,0.1177,0.6364,49
03WD00,Basisschool De Kingbeek,Sittard-Geleen,6127BC,Bo,23.47,254.52,0.0916,0.5496,204
03WE00,Basisschool Franciscus,Meerssen,6241BM,Bo,23.91,358.05,0.0931,0.6609,274
03WF00,RK Bs De Achthoek,Oosterhout,4911AT,Bo,21.53,541.81,0.0847,0.8074,111
03WG00,RK BS De Wegwijzer,Bergen op Zoom,4664BA,Bo,14.62,334.05,0.0593,0.6375,65
03WH00,RK Basissch St Antonius,Wijdemeren,1241HC,Bo,19.89,433.14,0.0788,0.7268,184
03WI00,RK Basissch Sancta Maria,Deventer,7434PX,Bo,34.68,405.38,0.1293,0.7036,75
03WK00,pcbs Juliana,Moerdijk,4793CW,Bo,19.99,289.71,0.0791,0.5907,156
03WL00,De Diamant,Nieuwkoop,2435WX,Bo,29.08,377.76,0.1108,0.6792,154
03WM00,RK Basissch D Akkerwinde,Reusel-De Mierden,5095AS,Bo,26.18,414.95,0.101,0.7118,105
03WN00,Chr Basissch D Hoeksteen,Midden-Groningen,9602AX,Bo,13.54,154.43,0.0551,0.4056,59
03WT00,Jenapl De Kleine Akkers,Goirle,5051CR,Bo,33.14,358.76,0.1243,0.6616,91
03WU00,Basisschool De Wegwijzer,Borger-Odoorn,9571AZ,Bo,20.47,225.43,0.0809,0.5125,45
03WV00,Basisschool de Wegwijzer,Veere,4353AN,Bo,29.96,319.0,0.1138,0.6222,88
