BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,candidates_total
17VN09,Bonhoeffer College,ENSCHEDE,7543 BK,VMBO,0.0,27.06,0.0,0.104,966
17VP00,Instelling VO Deurne,DEURNE,5753 SM,HAVO/VWO,32.66,47.34,0.1227,0.1683,1030
17VP01,Alfrinkcollege,DEURNE,5753 GX,VMBO,0.0,4.37,0.0,0.0186,720
17VP02,Hub van Doornecollege,DEURNE,5753 SM,VMBO,0.0,33.63,0.0,0.1259,908
17VS00,Greijdanus,ZWOLLE,8017 CB,HAVO/VWO,17.71,20.28,0.0708,0.0802,2408
17VS02,Greijdanus,ENSCHEDE,7523 PB,VMBO,0.0,15.42,0.0,0.0623,182
17VS03,Greijdanus,HARDENBERG,7772 BS,HAVO/VWO,11.64,17.57,0.0478,0.0703,1090
17VS04,Greijdanus,MEPPEL,7941 CA,HAVO/VWO,0.0,15.84,0.0,0.0639,515
17WP00,Werkpl Kindergem Sch,DE BILT,3723 BA,HAVO/VWO,38.07,33.95,0.1401,0.127,1291
17WQ00,Lentiz,VLAARDINGEN,3135 PT,HAVO/VWO,19.93,25.84,0.0789,0.0998,895
17WQ08,Lentiz VMBO LIFE College,SCHIEDAM,3112 NA,VMBO,0.0,16.7,0.0,0.0671,801
17XU00,Het Heerenlanden,VIJFHEERENLANDEN,4143 AC,HAVO/VWO,17.22,24.26,0.069,0.0943,823
17XU01,locatie De Joost,VIJFHEERENLANDEN,4142 AV,VMBO,0.0,0.0,0.0,0.0,233
17YF00,Het Zuiderpark,ROTTERDAM,3083 AN,VMBO,0.0,29.76,0.0,0.1131,670
17YF02,"Het Zuiderpark, Young Business",ROTTERDAM,3072 AZ,VMBO,0.0,0.0,0.0,0.0,473
17YS00,Esprit Scholen,AMSTERDAM,1064 EB,VMBO,0.0,36.24,0.0,0.1343,582
17YS02,Esprit Scholengroep,AMSTERDAM,1061 TT,HAVO/VWO,0.0,12.92,0.0,0.0528,293
17YS03,Esprit Scholengroep,AMSTERDAM,1073 KJ,HAVO/VWO,29.61,24.42,0.1126,0.0949,1000
17YS04,Esprit Scholengroep,AMSTERDAM,1051 KM,HAVO/VWO,0.0,1.91,0.0,0.0082,737
17YS08,Esprit Scholengroep,AMSTERDAM,1052 XN,HAVO/VWO,44.9,35.32,0.1611,0.1314,552
17YS12,Esprit Scholengroep,AMSTERDAM,1064 BR,HAVO/VWO,10.7,7.76,0.0442,0.0324,154
17YS21,Esprit Scholen,AMSTERDAM,1095 MM,HAVO/VWO,49.93,40.47,0.1759,0.1476,266
17YS24,TASC,AMSTERDAM,1102 MX,VMBO,0.0,100.0,0.0,0.301,43
18AN00,Globe College,UTRECHT,3526 RA,VMBO,0.0,18.86,0.0,0.075,920
18CH00,Melanchthon,ROTTERDAM,3052 PB,HAVO/VWO,37.57,36.49,0.1385,0.1351,943
18CH02,Melanchthon Wilgenplaslaan,ROTTERDAM,3052 SL,VMBO,0.0,0.0,0.0,0.0,469
18CH03,Melanchthon Mavo Schiebroek,ROTTERDAM,3052 HA,VMBO,0.0,19.72,0.0,0.0782,388
18CH09,Melanchthon Kralingen,ROTTERDAM,3061 PX,VMBO,0.0,13.05,0.0,0.0533,510
18CH10,Melanchthon Mathenesse,ROTTERDAM,,VMBO,0.0,36.14,0.0,0.134,83
18CV00,Martinus College,STEDE BROEC,1613 KW,HAVO/VWO,10.01,13.3,0.0414,0.0542,1920
18DD00,SGM Philips van Horne,WEERT,6004 XL,HAVO/VWO,0.0,24.33,0.0,0.0946,1720
18DD02,SGM Philips van Horne,WEERT,6004 JP,VMBO,0.0,20.72,0.0,0.0818,656
18DO00,Compass,BRUNSSUM,6443 BT,VMBO,0.0,20.47,0.0,0.0809,75
18DO02,Vrijeschool Parkstad,HEERLEN,6417 BM,HAVO/VWO,8.81,20.27,0.0367,0.0802,182
18DQ00,PORTEUM 1,LELYSTAD,8233 GA,HAVO/VWO,2.78,4.65,0.0119,0.0198,1110
18EC03,VSO Daaf Geluk,HAARLEM,,HAVO/VWO,0.0,19.96,0.0,0.079,243
18GC00,PORTEUM 3,LELYSTAD,8233 GA,HAVO/VWO,25.52,34.18,0.0987,0.1277,1377
18TR00,OZHW,RIDDERKERK,2983 ED,HAVO/VWO,2.85,8.21,0.0122,0.0343,560
18TR01,OZHW locatie Gemini Lekkerkerk,KRIMPENERWAARD,2941 TN,VMBO,0.0,13.08,0.0,0.0534,710
18TR02,OZHW loc. Walburg Zwijndrecht,ZWIJNDRECHT,3332 GK,HAVO/VWO,26.99,28.24,0.1038,0.108,1048
18TR03,OZHW locatie LOC@ Walburg,ZWIJNDRECHT,3331 HW,VMBO,0.0,0.0,0.0,0.0,354
18TR07,OZHW loc. Dalton Barendrecht,BARENDRECHT,2992 ZA,HAVO/VWO,24.53,31.98,0.0953,0.1205,1609
18TR11,OZHW locatie Focus,BARENDRECHT,2991 XJ,VMBO,0.0,52.55,0.0,0.1834,309
18TR12,OZHWgroen,BARENDRECHT,2991 XJ,VMBO,0.0,0.0,0.0,0.0,280
18TR13,OZHW,RIDDERKERK,2982 SN,HAVO/VWO,10.19,16.09,0.0422,0.0648,206
18WS00,Anna Van Rijn College,NIEUWEGEIN,3435 XA,HAVO/VWO,34.16,45.18,0.1276,0.1619,760
18WS01,Anna Van Rijn College,NIEUWEGEIN,,VMBO,0.0,0.0,0.0,0.0,9
18WS04,Anna Van Rijn College,NIEUWEGEIN,3435 XG,VMBO,0.0,12.25,0.0,0.0502,430
18XR00,Rythovius College,EERSEL,5521 CK,HAVO/VWO,27.23,30.84,0.1046,0.1167,1132
18XU00,Beatrix College,TILBURG,5045 NG,HAVO/VWO,19.33,24.61,0.0767,0.0956,2207
18XU01,Beatrix College loc. Reeshof,TILBURG,5036 BV,VMBO,0.0,17.37,0.0,0.0696,421
18XX00,Berechja College,URK,8321 BH,VMBO,0.0,22.17,0.0,0.087,604
19DH00,Opb SGM De Ring V Putten,NISSEWAARD,3201 LP,HAVO/VWO,17.54,28.9,0.0702,0.1103,1198
19EN00,Jan Tinbergen College,ROOSENDAAL,4706 EZ,HAVO/VWO,20.32,24.94,0.0803,0.0967,1603
19EO00,"VMBO ""De Jutter"" Vlieland",VLIELAND,,VMBO,0.0,4.17,0.0,0.0177,14
19EQ00,Hartenlustsch V Mavo,BLOEMENDAAL,2061 GT,VMBO,0.0,13.72,0.0,0.0558,412
19ET00,GSG t Schylger Jouw voor vmbo,TERSCHELLING,8891 GH,VMBO,0.0,15.77,0.0,0.0636,110
19EW00,ORS Lek en Linge,CULEMBORG,4103 NM,HAVO/VWO,95.11,55.77,0.2903,0.1925,883
19EW01,O.R.S. Lek en Linge,CULEMBORG,4103 NN,VMBO,0.0,38.33,0.0,0.1409,766
19EW03,O.R.S. Lek en Linge,CULEMBORG,4103 NM,HAVO/VWO,0.0,36.91,0.0,0.1364,1017
19EW05,de Lingeborgh,WEST BETUWE,4191 NB,VMBO,0.0,8.06,0.0,0.0337,1189
19FF00,SGM De Waerdenborch,RIJSSEN-HOLTEN,7451 CZ,HAVO/VWO,12.56,19.18,0.0514,0.0762,1973
19FF04,SGM De Waerdenborch,HOF VAN TWENTE,7471 EP,VMBO,0.0,14.59,0.0,0.0592,236
19GY00,Comenius College,CAPELLE AAN DEN IJSSEL,2902 JD,HAVO/VWO,16.5,19.02,0.0663,0.0756,2214
19GY04,Comenius College Krimpen,KRIMPEN AAN DEN IJSSEL,2922 BA,VMBO,0.0,10.48,0.0,0.0433,260
19GY05,Comenius College Rotterdam,ROTTERDAM,3067 AE,VMBO,0.0,8.05,0.0,0.0336,318
19GY06,Comenius College Nieuwerkerk,ZUIDPLAS,2914 PN,VMBO,0.0,8.76,0.0,0.0365,250
19GY08,Comenius College Rotterdam,ROTTERDAM,3067 JV,VMBO,0.0,14.13,0.0,0.0574,212
19HG00,Sg. Carmel Hengelo,HENGELO,7555 LC,HAVO/VWO,26.37,45.55,0.1016,0.163,1119
19HG06,Locatie Avila College,HENGELO,7557 HB,VMBO,0.0,11.21,0.0,0.0462,820
19HG10,Locatie C.T. Stork College,HENGELO,7556 PS,VMBO,0.0,25.81,0.0,0.0997,1214
19HG11,Loc. Lyceum de Grundel,HENGELO,7552 ED,HAVO/VWO,43.92,43.27,0.1581,0.1562,713
19HR00,Blariacumcollege,VENLO,5922 BD,HAVO/VWO,9.03,14.92,0.0376,0.0604,1964
19HV00,VWO van het Bernardinuscollege,HEERLEN,6417 BD,HAVO/VWO,79.63,45.28,0.2544,0.1622,423
19HY00,Burg Walda SGM,AMELAND,9163 GB,VMBO,0.0,11.64,0.0,0.0478,186
19IP00,Rembrandt College,VEENENDAAL,3904 ZK,HAVO/VWO,21.66,22.7,0.0852,0.0889,963
19IW00,RSG Wolfsbos,HOOGEVEEN,7905 AA,HAVO/VWO,14.22,25.05,0.0577,0.0971,862
19IW04,RSG Wolfsbos,HOOGEVEEN,7905 BZ,VMBO,0.0,26.3,0.0,0.1014,500
19IW05,RSG Wolfsbos,HOOGEVEEN,7905 BZ,VMBO,0.0,6.75,0.0,0.0284,73
19KM00,Mavo Schravenlant XL,SCHIEDAM,3118 LG,VMBO,0.0,9.59,0.0,0.0398,725
19KZ00,Pallas Athene College,EDE,6715 CW,HAVO/VWO,20.49,30.85,0.081,0.1168,1032
19LO00,Linde College,WESTSTELLINGWERF,8472 AS,HAVO/VWO,13.13,16.58,0.0536,0.0666,1275
19PV00,Graaf Huyn College,SITTARD-GELEEN,6164 AP,HAVO/VWO,18.01,21.23,0.0719,0.0836,1612
19QA00,Koningin Wilhelmina College,CULEMBORG,4102 BM,HAVO/VWO,32.98,35.16,0.1238,0.1308,1218
19QA04,Koningin Wilhelmina College,CULEMBORG,4102 DJ,VMBO,0.0,0.0,0.0,0.0,322
19QC00,Bernardinuscollege,HEERLEN,6417 BK,HAVO/VWO,0.0,32.36,0.0,0.1217,475
19RX00,Merletcollege,LAND VAN CUIJK,5431 RX,HAVO/VWO,19.43,22.11,0.0771,0.0868,960
19RX01,Merletcollege,LAND VAN CUIJK,5361 HZ,HAVO/VWO,0.0,12.08,0.0,0.0495,671
19RX02,Merletcollege,LAND VAN CUIJK,5451 JH,VMBO,0.0,6.04,0.0,0.0255,538
19TI00,Solyvius College,HAARLEMMERMEER,2134 CG,HAVO/VWO,29.75,24.68,0.1131,0.0958,1279
19TI03,"locatie, Hoofdvaart College",HAARLEMMERMEER,2132 PG,VMBO,0.0,30.76,0.0,0.1165,595
19TI05,Haarlemmermeerlyceum Zuidrand,HAARLEMMERMEER,2134 AS,HAVO/VWO,40.47,42.8,0.1476,0.1547,804
19XH00,Het Hooghuis,OSS,5341 GD,HAVO/VWO,43.81,46.37,0.1578,0.1654,1196
19XH01,Het Hooghuis locatie Stadion,OSS,5342 CN,VMBO,0.0,11.19,0.0,0.0461,657
19XH03,Het Hooghuis locatie Heesch,BERNHEZE,5384 AP,VMBO,0.0,24.42,0.0,0.0949,455
19XH04,Het Hooghuis locatie Zuid/West,OSS,5342 CM,VMBO,0.0,66.43,0.0,0.2212,741
19XH05,Het Hooghuis locatie Zuid/West,OSS,5343 VC,VMBO,0.0,0.84,0.0,0.0036,696
19XH09,Het Hooghuis locatie Mondriaan,OSS,5342 CN,HAVO/VWO,0.0,15.72,0.0,0.0634,997
19XS00,Sintermeertencollege,HEERLEN,6419 AT,HAVO/VWO,18.28,23.22,0.0729,0.0907,1315
19XS01,Sintermeertencollege,HEERLEN,6417 XZ,VMBO,0.0,23.22,0.0,0.0907,198
19XV00,Curio VO,BREDA,4812 XN,VMBO,0.0,0.57,0.0,0.0025,698
19XV01,Graaf Engelbrecht,BREDA,4822 RK,HAVO/VWO,10.47,27.6,0.0432,0.1059,505
19XV02,Curio de rotonde,BREDA,4834 BC,VMBO,0.0,6.91,0.0,0.029,486
19XY00,Amstelveen College,AMSTELVEEN,1185 TB,HAVO/VWO,24.92,24.9,0.0966,0.0966,1567
19ZP00,Maris College,'S-GRAVENHAGE,2555 XZ,VMBO,0.0,24.09,0.0,0.0937,685
19ZP03,Maris College - loc. Kijkduin,'S-GRAVENHAGE,2551 CA,VMBO,0.0,5.78,0.0,0.0244,282
19ZP04,Maris College - Statenkwartier,'S-GRAVENHAGE,2582 TR,VMBO,0.0,23.21,0.0,0.0906,250
19ZP05,Maris College - loc. Houtrust,'S-GRAVENHAGE,2566 HD,VMBO,0.0,7.68,0.0,0.0321,449
19ZP06,Maris College,'S-GRAVENHAGE,2551 LW,VMBO,0.0,4.6,0.0,0.0195,138
19ZP07,Maris College,'S-GRAVENHAGE,2553 VD,VMBO,0.0,0.0,0.0,0.0,137
19ZQ00,Sted. Dalton College Alkmaar,ALKMAAR,1825 PV,HAVO/VWO,15.28,21.78,0.0618,0.0856,1007
19ZQ02,SDC Alkmaar - Van der Meij,ALKMAAR,1823 DS,VMBO,0.0,0.0,0.0,0.0,180
19ZU00,Gem Gymn Camphusianum,GORINCHEM,4204 AJ,HAVO/VWO,89.73,55.47,0.2781,0.1917,526
19ZX00,Huygens,DIJK EN WAARD,1703 RD,HAVO/VWO,8.41,17.01,0.0351,0.0682,1000
19ZX01,Huygens College,DIJK EN WAARD,1702 AJ,VMBO,0.0,0.0,0.0,0.0,231
20AA00,Murmellius,ALKMAAR,1815 DA,HAVO/VWO,92.17,55.49,0.2837,0.1917,552
20AB00,SGM Grotius College Delft,DELFT,2625 XZ,HAVO/VWO,35.7,48.2,0.1326,0.1709,913
20AB04,Scholencombinatie Delfland,DELFT,2613 RT,VMBO,0.0,20.55,0.0,0.0812,315
20AD00,Panora Lyceum,DOETINCHEM,7001 EK,HAVO/VWO,6.22,6.67,0.0262,0.028,229
20AD02,Rietveld Lyceum,DOETINCHEM,7002 AN,HAVO/VWO,22.36,21.83,0.0876,0.0858,760
20AD03,Panora Lyceum,DOETINCHEM,7002 LZ,VMBO,0.0,1.85,0.0,0.008,108
20AE00,Willem De Zwijger College,PAPENDRECHT,3351 HA,HAVO/VWO,15.82,25.57,0.0638,0.0989,1323
20AE01,Willem De Zwijger College,HARDINXVELD-GIESSENDAM,3371 NA,VMBO,0.0,11.37,0.0,0.0468,214
20AI00,Coornhert Gymnasium,GOUDA,2805 GT,HAVO/VWO,89.94,63.57,0.2786,0.2137,548
20AJ00,Stedelijk Gymnasium,'S-HERTOGENBOSCH,5223 LL,HAVO/VWO,92.16,50.65,0.2837,0.178,599
20AM00,Portus SG Farelcollege,RIDDERKERK,2982 CM,HAVO/VWO,13.05,14.91,0.0533,0.0604,1569
20AT00,Parmant Scholen,EINDHOVEN,5653 AD,HAVO/VWO,17.07,23.84,0.0684,0.0929,1439
20AT01,Aloysius De Roosten,EINDHOVEN,5643 RR,VMBO,0.0,15.61,0.0,0.063,541
20AT03,Vakcollege Eindhoven,EINDHOVEN,5643 RB,VMBO,0.0,57.35,0.0,0.1969,533
20AT07,Helder havo/vwo,EINDHOVEN,5653 AD,HAVO/VWO,18.44,43.79,0.0735,0.1577,98
20BC00,Oranje Nassau College,ZOETERMEER,2724 EZ,HAVO/VWO,7.24,16.29,0.0304,0.0656,1444
20BC01,Oranje Nassau College,ZOETERMEER,2713 VN,VMBO,0.0,21.76,0.0,0.0855,1408
20BH00,EYE College,CAPELLE AAN DEN IJSSEL,2903 ER,HAVO/VWO,3.83,5.39,0.0163,0.0228,893
20BK00,Stedelijk College Eindhoven,EINDHOVEN,5628 WK,HAVO/VWO,29.03,39.12,0.1107,0.1434,1401
20BK01,Stedelijk College Eindhoven,EINDHOVEN,5624 AA,VMBO,0.0,31.62,0.0,0.1193,802
20BQ00,Mill Hill College,GOIRLE,5051 BP,HAVO/VWO,17.49,22.1,0.07,0.0867,1435
20BV00,Praedinius Gymnasium,GRONINGEN,9711 VX,HAVO/VWO,89.67,61.07,0.278,0.207,614
20CF00,Gymnasium Celeanum,ZWOLLE,8032 EM,HAVO/VWO,93.73,48.45,0.2872,0.1716,522
20CI00,Stedelijk Gymnasium,NIJMEGEN,6511 AS,HAVO/VWO,94.62,63.24,0.2892,0.2128,943
20CJ00,Het College Vos,VLAARDINGEN,3136 EZ,HAVO/VWO,24.42,36.68,0.0949,0.1357,513
20CJ04,Vlaardingse Opb SGM,VLAARDINGEN,3132 JA,VMBO,0.0,14.14,0.0,0.0574,480
20CJ11,Het College Vos,VLAARDINGEN,3136 ST,VMBO,0.0,17.95,0.0,0.0717,496
20CK00,Joh V Oldenbarnevelt,AMERSFOORT,3818 JL,HAVO/VWO,94.18,64.19,0.2882,0.2154,621
20CL00,Leonardo College,LEIDEN,2321 TE,HAVO/VWO,13.95,24.64,0.0567,0.0957,848
20CM00,Dollard College,OLDAMBT,9671 CZ,HAVO/VWO,31.18,47.72,0.1179,0.1694,786
20CM01,Dollard College,PEKELA,9665 RA,VMBO,0.0,9.41,0.0,0.039,226
20CM03,Dollard College,WESTERWOLDE,9695 DA,VMBO,0.0,18.98,0.0,0.0755,138
20CM07,Dollard College,EEMSDELTA,9946 PM,VMBO,0.0,7.35,0.0,0.0308,341
20CM08,Dollard College,OLDAMBT,9675 HH,VMBO,0.0,16.47,0.0,0.0662,85
20CM09,Dollard College,OLDAMBT,9673 GS,VMBO,0.0,26.3,0.0,0.1014,967
20CN00,Scholengroep Zaandam,ZAANSTAD,1506 JD,HAVO/VWO,40.43,51.4,0.1475,0.1801,1198
20CN02,locatie Compaen VMBO,ZAANSTAD,1507 JE,VMBO,0.0,20.19,0.0,0.0799,1023
20CN05,locatie Het Saenredam,ZAANSTAD,1544 LM,HAVO/VWO,0.0,5.98,0.0,0.0252,742
20CP00,NEHALENNIA SSG,MIDDELBURG,4335 CT,VMBO,0.0,16.09,0.0,0.0648,948
20CP04,NEHALENNIA SSG,MIDDELBURG,4335 AP,HAVO/VWO,44.93,51.33,0.1612,0.1799,966
20CQ00,AOG,RIJSWIJK,2284 GA,HAVO/VWO,8.35,14.2,0.0348,0.0577,1079
20CQ01,"locatie, Lyceum Ypenburg",'S-GRAVENHAGE,2496 VB,HAVO/VWO,32.62,33.74,0.1226,0.1263,1273
20CQ04,"loc, van Vredenburch College",RIJSWIJK,2284 TA,VMBO,0.0,18.59,0.0,0.074,419
20CR00,Zuyderzee Lyceum,NOORDOOSTPOLDER,8302 GA,HAVO/VWO,27.38,33.44,0.1051,0.1253,945
20CR01,Zuyderzee Lyceum,NOORDOOSTPOLDER,8302 GC,VMBO,0.0,44.62,0.0,0.1602,111
20CR03,Zuyderzee Lyceum,DE FRYSKE MARREN,8531 PZ,VMBO,0.0,10.63,0.0,0.0439,244
20CR05,Zuyderzee Lyceum,NOORDOOSTPOLDER,8304 AB,VMBO,0.0,33.33,0.0,0.1249,23
20CS00,OSG Hengelo,HENGELO,7556 HM,HAVO/VWO,53.34,53.14,0.1857,0.1851,691
20CS04,C.T. Stork College,HENGELO,7556 PS,VMBO,0.0,22.05,0.0,0.0865,441
20CS07,Montessori College Twente,HENGELO,7556 HM,HAVO/VWO,12.45,20.96,0.0509,0.0826,1706
20DB00,Thorbecke SGM,ZWOLLE,8025 AB,HAVO/VWO,25.53,29.03,0.0988,0.1107,1777
20DB03,Thorbecke SGM,ZWOLLE,8041 AL,VMBO,0.0,36.59,0.0,0.1354,868
20DB11,Thorbecke SGM,ZWOLLE,8013 XE,VMBO,0.0,0.0,0.0,0.0,11
20DC00,Stedelijk Gymnasium Schiedam,SCHIEDAM,3122 AM,HAVO/VWO,86.64,53.05,0.271,0.1848,400
20DD00,Gem Gymnasium,HILVERSUM,1217 SV,HAVO/VWO,96.09,67.53,0.2925,0.2241,754
20DF00,Da Vinci College,LEIDEN,2334 CP,HAVO/VWO,27.5,36.6,0.1055,0.1354,1028
20DF01,Da Vinci College,LEIDEN,2321 KS,VMBO,0.0,16.47,0.0,0.0662,875
20DF09,Da Vinci College,LEIDEN,2324 LT,VMBO,0.0,22.36,0.0,0.0877,38
20DG00,Gymnasium Felisenum,VELSEN,1981 EE,HAVO/VWO,92.7,52.41,0.2849,0.183,433
20DH00,Eligant Lyceum,ZUTPHEN,7201 NJ,HAVO/VWO,32.13,30.54,0.121,0.1158,631
20DH06,Kompaan College,ZUTPHEN,7202 AN,VMBO,0.0,38.83,0.0,0.1425,621
20DH08,Kompaan College,ZUTPHEN,7201 NB,VMBO,0.0,0.0,0.0,0.0,81
20DH10,Baudartius College,ZUTPHEN,7201 NJ,HAVO/VWO,56.71,50.22,0.1951,0.1767,829
20DH12,Kompaan Nieuwstad,BRONCKHORST,7251 HM,VMBO,0.0,11.32,0.0,0.0466,176
20DL00,Opb SGM Piter Jelles,LEEUWARDEN,8935 AB,HAVO/VWO,36.32,46.8,0.1346,0.1667,950
20DL01,"Locatie, !mpulse Kollum",NOARDEAST-FRYSLÂN,9291 BS,HAVO/VWO,11.21,12.79,0.0462,0.0523,236
20DL02,"Locatie, Stedelijk Gymnasium",LEEUWARDEN,8911 ES,HAVO/VWO,87.63,45.55,0.2733,0.163,347
20DL03,"Locatie, YnSicht",LEEUWARDEN,8931 EG,VMBO,0.0,0.0,0.0,0.0,567
20DL04,"Locatie, De Dyk",LEEUWARDEN,8924 EP,HAVO/VWO,0.0,6.05,0.0,0.0255,467
20DL06,"Locatie,Montessori High School",LEEUWARDEN,8915 HA,HAVO/VWO,0.0,19.41,0.0,0.077,354
20DL10,"Locatie, !mpulse Leeuwarden",LEEUWARDEN,8915 HA,HAVO/VWO,17.41,20.25,0.0697,0.0801,453
20DL12,"Locatie, Dalton Dokkum",NOARDEAST-FRYSLÂN,9103 ST,HAVO/VWO,0.0,8.39,0.0,0.035,320
20DP00,Stedelijk Gymnasium,LEIDEN,2313 EP,HAVO/VWO,94.27,59.23,0.2884,0.202,800
20EA00,De Amersfoortse Berg,AMERSFOORT,3818 TA,HAVO/VWO,45.44,48.87,0.1627,0.1728,1025
20EI00,Vallei College,AMERSFOORT,3813 KD,HAVO/VWO,24.91,23.47,0.0966,0.0916,927
20EI01,VMBO Trivium,AMERSFOORT,3813 VN,VMBO,0.0,17.46,0.0,0.0699,382
20EI02,Amsfort College,AMERSFOORT,3814 WE,VMBO,0.0,17.99,0.0,0.0719,242
20EI03,Vathorst College,AMERSFOORT,3825 MP,HAVO/VWO,22.62,23.83,0.0886,0.0928,900
20EK00,Vellesan College,VELSEN,1971 HM,HAVO/VWO,17.03,43.58,0.0683,0.1571,311
20EK04,Locatie Duin- en Kruidbergmavo,VELSEN,1985 HH,VMBO,0.0,20.65,0.0,0.0815,207
20EK07,Vellesan College,VELSEN,1971 HN,VMBO,0.0,13.37,0.0,0.0545,542
20EK08,Vellesan College,VELSEN,1971 NK,VMBO,0.0,0.0,0.0,0.0,452
20EM00,H.N. Werkman College,GRONINGEN,9711 VG,HAVO/VWO,44.26,38.83,0.1591,0.1425,1223
20EM03,Topsport Talentschool,GRONINGEN,9731 BX,HAVO/VWO,23.1,24.4,0.0903,0.0948,367
20EM04,H.N. Werkman VMBO,GRONINGEN,9732 KZ,VMBO,0.0,1.15,0.0,0.005,409
20EO00,Stedelijke SGM Nijmegen,NIJMEGEN,6531 PL,HAVO/VWO,15.24,32.01,0.0616,0.1206,1302
20ER00,Zernike College,GRONINGEN,9722 EP,HAVO/VWO,37.34,42.25,0.1378,0.1531,839
20ER01,Zernike College,TYNAARLO,,VMBO,0.0,0.0,0.0,0.0,33
20ER04,Zernike College,GRONINGEN,9751 NL,HAVO/VWO,44.97,40.45,0.1613,0.1475,1277
20ER08,Zernike College,GRONINGEN,9721 CL,VMBO,0.0,32.96,0.0,0.1237,367
20ER09,Zernike College,GRONINGEN,9721 LD,VMBO,0.0,17.03,0.0,0.0683,376
20EY00,Scholengroep Krommenie,ZAANSTAD,1561 KD,HAVO/VWO,26.44,35.39,0.1019,0.1316,1022
20EY07,locatie Trias VMBO,ZAANSTAD,1561 KS,VMBO,0.0,24.2,0.0,0.0941,1505
20FR00,Scholengroep Penta,NISSEWAARD,3208 KJ,HAVO/VWO,95.97,59.8,0.2922,0.2036,312
20FR02,Penta Scala Rietvelden,NISSEWAARD,3201 KH,HAVO/VWO,0.0,27.63,0.0,0.106,1020
20FR04,Penta Hoogvliet,ROTTERDAM,3192 CE,VMBO,0.0,8.36,0.0,0.0349,541
20FR07,Penta Rozenburg,ROTTERDAM,3181 AZ,HAVO/VWO,0.0,1.96,0.0,0.0084,166
20FR08,Penta Bahûrim,VOORNE AAN ZEE,3232 BN,VMBO,0.0,12.02,0.0,0.0493,308
20FR12,Penta Charles de Foucauld,NISSEWAARD,3202 JG,VMBO,0.0,22.89,0.0,0.0895,256
20GA00,Van Maerlantlyceum,EINDHOVEN,5615 JS,HAVO/VWO,58.01,49.79,0.1987,0.1755,945
20GD00,Campus 013,TILBURG,5022 DD,VMBO,0.0,1.09,0.0,0.0047,820
20GS00,Don Bosco College,EDAM-VOLENDAM,1132 DB,HAVO/VWO,18.24,19.48,0.0728,0.0773,1407
20IB00,Eckartcollege,EINDHOVEN,5631 KC,HAVO/VWO,20.72,28.24,0.0818,0.108,1449
20IB03,Nuenens College,NUENEN C.A.,5671 GR,VMBO,0.0,2.57,0.0,0.011,767
20IS00,Stella Maris College,MEERSSEN,6231 CJ,HAVO/VWO,28.29,24.74,0.1082,0.096,1359
20IS04,Stella Maris Coll,VALKENBURG AAN DE GEUL,,VMBO,0.0,4.32,0.0,0.0184,361
20JX00,OMO Scholengroep Helmond,HELMOND,5702 NR,VMBO,0.0,37.75,0.0,0.1391,560
20JX02,Carolus Borromeus College,HELMOND,5707 DJ,HAVO/VWO,23.81,26.75,0.0928,0.1029,1446
20JX04,Dr.-Knippenbergcollege,HELMOND,5702 XZ,HAVO/VWO,18.39,22.83,0.0733,0.0893,1543
20KA00,Groenewald,STEIN,6171 LX,HAVO/VWO,14.73,19.14,0.0597,0.076,1541
20KQ00,Openbare SGM Apeldoorn,APELDOORN,7316 AW,HAVO/VWO,24.38,22.05,0.0948,0.0865,1276
20KQ04,UGO verkennend vmbo,APELDOORN,7312 DG,VMBO,0.0,7.73,0.0,0.0323,498
20KZ00,Joh De Wittgymnasium,DORDRECHT,3311 LP,HAVO/VWO,93.45,56.94,0.2866,0.1957,627
20LA00,Opb SGM Esdal College,EMMEN,7822 HG,HAVO/VWO,32.02,34.91,0.1206,0.13,1053
20LA02,Opb SGM Esdal College,EMMEN,7891 LM,VMBO,0.0,27.73,0.0,0.1063,610
20LA03,Opb SGM Esdal College,EMMEN,7822 HK,VMBO,0.0,17.37,0.0,0.0696,557
20LA05,Opb SGM Esdal College,EMMEN,7822 HG,VMBO,0.0,23.8,0.0,0.0927,285
20LA06,Opb SGM Esdal College,COEVORDEN,7861 AJ,VMBO,0.0,5.34,0.0,0.0226,232
20LA07,Opb SGM Esdal College,BORGER-ODOORN,9531 RA,VMBO,0.0,7.43,0.0,0.0311,236
20LA15,Opb SGM Esdal College,EMMEN,,HAVO/VWO,100.0,71.62,0.301,0.2346,74
20LL00,Bouwens vd Boije College,PEEL EN MAAS,5981 VT,HAVO/VWO,12.76,22.63,0.0522,0.0886,1524
20LO00,Opb SGM Dr Nassau Coll,ASSEN,9405 GM,HAVO/VWO,32.38,42.37,0.1218,0.1534,1737
20LO01,Opb SGM Dr Nassau Coll,NOORDENVELD,9331 AV,VMBO,0.0,11.66,0.0,0.0479,110
20LO02,Opb SGM Dr Nassau Coll,MIDDEN-DRENTHE,9411 KA,VMBO,0.0,16.76,0.0,0.0673,210
20LO03,Opb SGM Dr Nassau Coll,AA EN HUNZE,9461 CC,VMBO,0.0,12.2,0.0,0.05,184
20LO04,Opb SGM Dr Nassau College,ASSEN,9403 AM,VMBO,0.0,20.27,0.0,0.0802,1417
20LU00,Gymnasium Haganum,'S-GRAVENHAGE,2517 AG,HAVO/VWO,92.78,53.44,0.2851,0.1859,612
